,temperature_celcius ,pressure_KPA,clouds_perc (%),Direction of the Wind(deg),wind speed,time,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
329,21.72188622,1011.0,0.0,306.0,13.0,2020-11-19 17:00:00,,,,
330,21.72188622,1011.0,1.0,318.0,14.0,2020-11-19 18:00:00,,,,
331,19.72188622,1011.0,1.0,293.0,13.0,2020-11-19 19:00:00,,,,
332,17.72188622,1012.0,1.0,268.0,12.0,2020-11-19 20:00:00,,,,
333,17.72188622,1012.0,1.0,243.0,11.0,2020-11-19 21:00:00,,,,
334,15.72188622,1012.0,1.0,178.0,9.0,2020-11-19 22:00:00,,,,
335,13.72188622,1012.0,1.0,113.0,8.0,2020-11-19 23:00:00,,,,
336,11.72188622,1012.0,1.0,49.0,6.0,2020-11-20 00:00:00,,,,
337,13.72188622,1011.0,1.0,51.0,6.0,2020-11-20 01:00:00,,,,
338,17.72188622,1011.0,0.0,53.0,6.0,2020-11-20 02:00:00,,,,
339,19.72188622,1010.0,0.0,56.0,6.0,2020-11-20 03:00:00,,,,
340,19.72188622,1011.0,0.0,57.0,7.0,2020-11-20 04:00:00,,,,
341,17.72188622,1011.0,0.0,58.0,8.0,2020-11-20 05:00:00,,,,
342,17.72188622,1011.0,0.0,59.0,8.0,2020-11-20 06:00:00,,,,
343,17.72188622,1012.0,0.0,66.0,9.0,2020-11-20 07:00:00,,,,
344,17.72188622,1012.0,0.0,73.0,9.0,2020-11-20 08:00:00,,,,
345,19.72188622,1013.0,0.0,80.0,9.0,2020-11-20 09:00:00,,,,
346,19.72188622,1012.0,0.0,108.0,9.0,2020-11-20 10:00:00,,,,
347,21.72188622,1012.0,0.0,136.0,9.0,2020-11-20 11:00:00,,,,
348,23.72188622,1011.0,0.0,163.0,8.0,2020-11-20 12:00:00,,,,
349,25.72188622,1011.0,0.0,209.0,9.0,2020-11-20 13:00:00,,,,
350,25.72188622,1010.0,0.0,255.0,9.0,2020-11-20 14:00:00,,,,
351,25.72188622,1009.0,0.0,301.0,9.0,2020-11-20 15:00:00,,,,
352,25.72188622,1009.0,0.0,308.0,11.0,2020-11-20 16:00:00,,,,
353,23.72188622,1010.0,0.0,315.0,12.0,2020-11-20 17:00:00,,,,
354,21.72188622,1010.0,0.0,323.0,14.0,2020-11-20 18:00:00,,,,
355,19.72188622,1010.0,0.0,295.0,13.0,2020-11-20 19:00:00,,,,
356,19.72188622,1011.0,0.0,267.0,12.0,2020-11-20 20:00:00,,,,
357,17.72188622,1011.0,0.0,239.0,11.0,2020-11-20 21:00:00,,,,
358,15.72188622,1011.0,0.0,177.0,9.0,2020-11-20 22:00:00,,,,
359,15.72188622,1011.0,0.0,115.0,8.0,2020-11-20 23:00:00,,,,
360,13.72188622,1012.0,0.0,53.0,6.0,2020-11-21 00:00:00,,,,
361,15.72188622,1011.0,0.0,60.0,6.0,2020-11-21 01:00:00,,,,
362,17.72188622,1011.0,0.0,66.0,7.0,2020-11-21 02:00:00,,,,
363,19.72188622,1010.0,0.0,73.0,7.0,2020-11-21 03:00:00,,,,
364,19.72188622,1011.0,0.0,70.0,8.0,2020-11-21 04:00:00,,,,
365,17.72188622,1011.0,0.0,67.0,8.0,2020-11-21 05:00:00,,,,
366,17.72188622,1011.0,0.0,64.0,9.0,2020-11-21 06:00:00,,,,
367,17.72188622,1012.0,0.0,64.0,9.0,2020-11-21 07:00:00,,,,
368,17.72188622,1012.0,0.0,65.0,9.0,2020-11-21 08:00:00,,,,
369,17.72188622,1013.0,0.0,65.0,9.0,2020-11-21 09:00:00,,,,
370,19.72188622,1012.0,0.0,95.0,9.0,2020-11-21 10:00:00,,,,
371,21.72188622,1012.0,0.0,125.0,8.0,2020-11-21 11:00:00,,,,
372,25.72188622,1011.0,0.0,154.0,7.0,2020-11-21 12:00:00,,,,
373,25.72188622,1011.0,0.0,204.0,8.0,2020-11-21 13:00:00,,,,
374,25.72188622,1010.0,0.0,254.0,8.0,2020-11-21 14:00:00,,,,
375,27.72188622,1009.0,0.0,304.0,9.0,2020-11-21 15:00:00,,,,
376,25.72188622,1009.0,0.0,310.0,10.0,2020-11-21 16:00:00,,,,
377,23.72188622,1010.0,0.0,316.0,12.0,2020-11-21 17:00:00,,,,
378,21.72188622,1010.0,0.0,323.0,13.0,2020-11-21 18:00:00,,,,
379,21.72188622,1010.0,0.0,296.0,12.0,2020-11-21 19:00:00,,,,
380,19.72188622,1011.0,0.0,270.0,12.0,2020-11-21 20:00:00,,,,
381,17.72188622,1012.0,0.0,244.0,11.0,2020-11-21 21:00:00,,,,
382,17.72188622,1012.0,0.0,179.0,11.0,2020-11-21 22:00:00,,,,
383,19.72188622,1012.0,0.0,113.0,10.0,2020-11-21 23:00:00,,,,
384,19.72188622,1012.0,0.0,48.0,10.0,2020-11-22 00:00:00,,,,
385,19.72188622,1012.0,0.0,56.0,10.0,2020-11-22 01:00:00,,,,
386,17.72188622,1012.0,0.0,64.0,10.0,2020-11-22 02:00:00,,,,
387,17.72188622,1012.0,0.0,72.0,10.0,2020-11-22 03:00:00,,,,
388,17.72188622,1012.0,0.0,75.0,10.0,2020-11-22 04:00:00,,,,
389,15.72188622,1012.0,0.0,79.0,11.0,2020-11-22 05:00:00,,,,
390,15.72188622,1013.0,0.0,83.0,11.0,2020-11-22 06:00:00,,,,
391,15.72188622,1013.0,0.0,83.0,12.0,2020-11-22 07:00:00,,,,
392,15.72188622,1014.0,0.0,84.0,12.0,2020-11-22 08:00:00,,,,
393,17.72188622,1015.0,0.0,85.0,13.0,2020-11-22 09:00:00,,,,
394,19.72188622,1014.0,0.0,83.0,12.0,2020-11-22 10:00:00,,,,
395,21.72188622,1014.0,0.0,81.0,12.0,2020-11-22 11:00:00,,,,
396,23.72188622,1013.0,0.0,80.0,11.0,2020-11-22 12:00:00,,,,
397,25.72188622,1013.0,0.0,101.0,10.0,2020-11-22 13:00:00,,,,
398,27.72188622,1012.0,0.0,122.0,9.0,2020-11-22 14:00:00,,,,
399,27.72188622,1011.0,0.0,143.0,8.0,2020-11-22 15:00:00,,,,
400,25.72188622,1011.0,0.0,208.0,10.0,2020-11-22 16:00:00,,,,
401,23.72188622,1011.0,0.0,273.0,13.0,2020-11-22 17:00:00,,,,
402,21.72188622,1012.0,0.0,337.0,15.0,2020-11-22 18:00:00,,,,
403,19.72188622,1012.0,0.0,310.0,15.0,2020-11-22 19:00:00,,,,
404,15.72188622,1013.0,0.0,282.0,15.0,2020-11-22 20:00:00,,,,
405,13.72188622,1013.0,0.0,254.0,15.0,2020-11-22 21:00:00,,,,
406,13.72188622,1014.0,0.0,182.0,12.0,2020-11-22 22:00:00,,,,
407,13.72188622,1014.0,0.0,110.0,10.0,2020-11-22 23:00:00,,,,
408,11.72188622,1014.0,0.0,37.0,8.0,2020-11-23 00:00:00,,,,
409,13.72188622,1014.0,0.0,47.0,9.0,2020-11-23 01:00:00,,,,
410,15.72188622,1013.0,0.0,57.0,9.0,2020-11-23 02:00:00,,,,
411,17.72188622,1013.0,0.0,67.0,10.0,2020-11-23 03:00:00,,,,
412,15.72188622,1013.0,0.0,69.0,11.0,2020-11-23 04:00:00,,,,
413,15.72188622,1014.0,0.0,72.0,12.0,2020-11-23 05:00:00,,,,
414,13.72188622,1014.0,0.0,74.0,13.0,2020-11-23 06:00:00,,,,
415,15.72188622,1015.0,0.0,78.0,13.0,2020-11-23 07:00:00,,,,
416,15.72188622,1015.0,0.0,82.0,13.0,2020-11-23 08:00:00,,,,
417,15.72188622,1016.0,0.0,86.0,13.0,2020-11-23 09:00:00,,,,
418,19.72188622,1015.0,0.0,115.0,12.0,2020-11-23 10:00:00,,,,
419,21.72188622,1015.0,0.0,143.0,11.0,2020-11-23 11:00:00,,,,
420,23.72188622,1015.0,0.0,172.0,10.0,2020-11-23 12:00:00,,,,
421,25.72188622,1014.0,0.0,225.0,9.0,2020-11-23 13:00:00,,,,
422,25.72188622,1014.0,0.0,279.0,8.0,2020-11-23 14:00:00,,,,
423,27.72188622,1013.0,0.0,332.0,7.0,2020-11-23 15:00:00,,,,
424,25.72188622,1013.0,0.0,334.0,10.0,2020-11-23 16:00:00,,,,
425,23.72188622,1013.0,0.0,335.0,12.0,2020-11-23 17:00:00,,,,
426,21.72188622,1013.0,0.0,337.0,15.0,2020-11-23 18:00:00,,,,
427,19.72188622,1014.0,0.0,315.0,14.0,2020-11-23 19:00:00,,,,
428,19.72188622,1014.0,0.0,292.0,12.0,2020-11-23 20:00:00,,,,
429,17.72188622,1015.0,0.0,270.0,11.0,2020-11-23 21:00:00,,,,
430,15.72188622,1015.0,0.0,205.0,10.0,2020-11-23 22:00:00,,,,
431,13.72188622,1015.0,0.0,140.0,9.0,2020-11-23 23:00:00,,,,
432,11.72188622,1015.0,0.0,75.0,8.0,2020-11-24 00:00:00,,,,
433,13.72188622,1014.0,0.0,75.0,9.0,2020-11-24 01:00:00,,,,
434,15.72188622,1014.0,0.0,74.0,10.0,2020-11-24 02:00:00,,,,
435,17.72188622,1013.0,0.0,74.0,11.0,2020-11-24 03:00:00,,,,
436,15.72188622,1014.0,0.0,75.0,12.0,2020-11-24 04:00:00,,,,
437,15.72188622,1014.0,0.0,77.0,12.0,2020-11-24 05:00:00,,,,
438,15.72188622,1014.0,0.0,79.0,13.0,2020-11-24 06:00:00,,,,
439,15.72188622,1015.0,0.0,82.0,13.0,2020-11-24 07:00:00,,,,
440,15.72188622,1015.0,0.0,85.0,14.0,2020-11-24 08:00:00,,,,
441,15.72188622,1016.0,0.0,88.0,14.0,2020-11-24 09:00:00,,,,
442,19.72188622,1015.0,0.0,118.0,13.0,2020-11-24 10:00:00,,,,
443,21.72188622,1015.0,0.0,148.0,12.0,2020-11-24 11:00:00,,,,
444,23.72188622,1015.0,0.0,178.0,10.0,2020-11-24 12:00:00,,,,
445,25.72188622,1014.0,0.0,233.0,10.0,2020-11-24 13:00:00,,,,
446,25.72188622,1013.0,0.0,289.0,9.0,2020-11-24 14:00:00,,,,
447,27.72188622,1013.0,0.0,345.0,9.0,2020-11-24 15:00:00,,,,
448,25.72188622,1013.0,0.0,343.0,12.0,2020-11-24 16:00:00,,,,
449,21.72188622,1013.0,0.0,340.0,15.0,2020-11-24 17:00:00,,,,
450,19.72188622,1013.0,0.0,338.0,17.0,2020-11-24 18:00:00,,,,
451,17.72188622,1013.0,0.0,307.0,16.0,2020-11-24 19:00:00,,,,
452,17.72188622,1014.0,0.0,277.0,14.0,2020-11-24 20:00:00,,,,
453,15.72188622,1014.0,0.0,246.0,13.0,2020-11-24 21:00:00,,,,
454,13.72188622,1014.0,0.0,178.0,11.0,2020-11-24 22:00:00,,,,
455,11.72188622,1014.0,0.0,110.0,9.0,2020-11-24 23:00:00,,,,
456,11.72188622,1014.0,0.0,42.0,8.0,2020-11-25 00:00:00,,,,
457,13.72188622,1014.0,1.0,47.0,8.0,2020-11-25 01:00:00,,,,
458,15.72188622,1013.0,1.0,51.0,9.0,2020-11-25 02:00:00,,,,
459,17.72188622,1013.0,2.0,56.0,10.0,2020-11-25 03:00:00,,,,
460,15.72188622,1013.0,4.0,62.0,10.0,2020-11-25 04:00:00,,,,
461,13.72188622,1013.0,5.0,69.0,11.0,2020-11-25 05:00:00,,,,
462,11.72188622,1014.0,7.0,75.0,11.0,2020-11-25 06:00:00,,,,
463,13.72188622,1014.0,7.0,80.0,11.0,2020-11-25 07:00:00,,,,
464,13.72188622,1014.0,6.0,86.0,11.0,2020-11-25 08:00:00,,,,
465,15.72188622,1014.0,6.0,91.0,10.0,2020-11-25 09:00:00,,,,
466,17.72188622,1014.0,5.0,114.0,9.0,2020-11-25 10:00:00,,,,
467,19.72188622,1013.0,4.0,136.0,9.0,2020-11-25 11:00:00,,,,
468,23.72188622,1013.0,3.0,159.0,8.0,2020-11-25 12:00:00,,,,
469,23.72188622,1012.0,2.0,207.0,9.0,2020-11-25 13:00:00,,,,
470,23.72188622,1011.0,2.0,256.0,10.0,2020-11-25 14:00:00,,,,
471,25.72188622,1011.0,2.0,304.0,11.0,2020-11-25 15:00:00,,,,
472,23.72188622,1011.0,3.0,309.0,13.0,2020-11-25 16:00:00,,,,
473,21.72188622,1011.0,4.0,315.0,14.0,2020-11-25 17:00:00,,,,
474,17.72188622,1011.0,5.0,320.0,16.0,2020-11-25 18:00:00,,,,
475,17.72188622,1011.0,5.0,292.0,15.0,2020-11-25 19:00:00,,,,
476,15.72188622,1012.0,6.0,264.0,14.0,2020-11-25 20:00:00,,,,
477,13.72188622,1012.0,6.0,236.0,12.0,2020-11-25 21:00:00,,,,
478,15.72188622,1012.0,10.0,166.0,11.0,2020-11-25 22:00:00,,,,
479,15.72188622,1012.0,15.0,96.0,9.0,2020-11-25 23:00:00,,,,
480,17.72188622,1011.0,20.0,26.0,8.0,2020-11-26 00:00:00,,,,
481,15.72188622,1011.0,22.0,26.0,8.0,2020-11-26 01:00:00,,,,
482,15.72188622,1011.0,24.0,26.0,8.0,2020-11-26 02:00:00,,,,
483,15.72188622,1011.0,27.0,26.0,9.0,2020-11-26 03:00:00,,,,
484,15.72188622,1011.0,27.0,34.0,9.0,2020-11-26 04:00:00,,,,
485,15.72188622,1011.0,27.0,43.0,9.0,2020-11-26 05:00:00,,,,
486,15.72188622,1011.0,27.0,52.0,10.0,2020-11-26 06:00:00,,,,
487,15.72188622,1012.0,25.0,62.0,10.0,2020-11-26 07:00:00,,,,
488,15.72188622,1012.0,23.0,73.0,9.0,2020-11-26 08:00:00,,,,
489,17.72188622,1013.0,21.0,83.0,9.0,2020-11-26 09:00:00,,,,
490,17.72188622,1013.0,23.0,112.0,9.0,2020-11-26 10:00:00,,,,
491,19.72188622,1012.0,24.0,142.0,10.0,2020-11-26 11:00:00,,,,
492,19.72188622,1012.0,26.0,171.0,10.0,2020-11-26 12:00:00,,,,
493,19.72188622,1012.0,29.0,197.0,11.0,2020-11-26 13:00:00,,,,
494,19.72188622,1011.0,32.0,224.0,12.0,2020-11-26 14:00:00,,,,
495,19.72188622,1010.0,34.0,250.0,13.0,2020-11-26 15:00:00,,,,
496,17.72188622,1010.0,38.0,253.0,12.0,2020-11-26 16:00:00,,,,
497,17.72188622,1011.0,42.0,257.0,11.0,2020-11-26 17:00:00,,,,
498,17.72188622,1011.0,46.0,260.0,10.0,2020-11-26 18:00:00,,,,
499,15.72188622,1011.0,46.0,239.0,8.0,2020-11-26 19:00:00,,,,
500,15.72188622,1012.0,46.0,217.0,6.0,2020-11-26 20:00:00,,,,
501,15.72188622,1012.0,46.0,195.0,4.0,2020-11-26 21:00:00,,,,
502,15.72188622,1012.0,54.0,189.0,3.0,2020-11-26 22:00:00,,,,
503,15.72188622,1012.0,61.0,182.0,3.0,2020-11-26 23:00:00,,,,
504,15.72188622,1012.0,69.0,175.0,3.0,2020-11-27 00:00:00,,,,
505,15.72188622,1012.0,74.0,189.0,3.0,2020-11-27 01:00:00,,,,
506,15.72188622,1011.0,80.0,202.0,3.0,2020-11-27 02:00:00,,,,
507,15.72188622,1011.0,85.0,215.0,3.0,2020-11-27 03:00:00,,,,
508,15.72188622,1012.0,76.0,153.0,4.0,2020-11-27 04:00:00,,,,
509,15.72188622,1012.0,68.0,91.0,6.0,2020-11-27 05:00:00,,,,
510,15.72188622,1012.0,59.0,30.0,7.0,2020-11-27 06:00:00,,,,
511,15.72188622,1013.0,53.0,24.0,8.0,2020-11-27 07:00:00,,,,
512,15.72188622,1013.0,46.0,18.0,9.0,2020-11-27 08:00:00,,,,
513,15.72188622,1014.0,40.0,13.0,10.0,2020-11-27 09:00:00,,,,
514,15.72188622,1013.0,39.0,46.0,12.0,2020-11-27 10:00:00,,,,
515,17.72188622,1013.0,37.0,79.0,13.0,2020-11-27 11:00:00,,,,
516,17.72188622,1013.0,36.0,112.0,14.0,2020-11-27 12:00:00,,,,
517,17.72188622,1012.0,39.0,186.0,15.0,2020-11-27 13:00:00,,,,
518,17.72188622,1011.0,43.0,261.0,16.0,2020-11-27 14:00:00,,,,
519,17.72188622,1011.0,46.0,335.0,17.0,2020-11-27 15:00:00,,,,
520,15.72188622,1011.0,49.0,340.0,17.0,2020-11-27 16:00:00,,,,
521,15.72188622,1011.0,53.0,344.0,18.0,2020-11-27 17:00:00,,,,
522,15.72188622,1012.0,57.0,349.0,18.0,2020-11-27 18:00:00,,,,
523,13.72188622,1012.0,62.0,315.0,16.0,2020-11-27 19:00:00,,,,
524,13.72188622,1012.0,66.0,282.0,14.0,2020-11-27 20:00:00,,,,
525,13.72188622,1013.0,71.0,248.0,12.0,2020-11-27 21:00:00,,,,
526,13.72188622,1013.0,70.0,175.0,12.0,2020-11-27 22:00:00,,,,
527,11.72188622,1013.0,69.0,103.0,12.0,2020-11-27 23:00:00,,,,
528,11.72188622,1013.0,68.0,30.0,12.0,2020-11-28 00:00:00,,,,
529,11.72188622,1012.0,70.0,30.0,12.0,2020-11-28 01:00:00,,,,
530,11.72188622,1012.0,73.0,30.0,12.0,2020-11-28 02:00:00,,,,
531,11.72188622,1012.0,76.0,30.0,12.0,2020-11-28 03:00:00,,,,
532,9.721886217,1012.0,78.0,28.0,13.0,2020-11-28 04:00:00,,,,
533,9.721886217,1012.0,79.0,27.0,14.0,2020-11-28 05:00:00,,,,
534,9.721886217,1012.0,81.0,26.0,15.0,2020-11-28 06:00:00,,,,
535,9.721886217,1013.0,80.0,29.0,16.0,2020-11-28 07:00:00,,,,
536,9.721886217,1013.0,79.0,32.0,16.0,2020-11-28 08:00:00,,,,
537,11.72188622,1014.0,78.0,36.0,16.0,2020-11-28 09:00:00,,,,
538,11.72188622,1013.0,82.0,34.0,16.0,2020-11-28 10:00:00,,,,
539,11.72188622,1013.0,86.0,32.0,16.0,2020-11-28 11:00:00,,,,
540,13.72188622,1013.0,90.0,30.0,16.0,2020-11-28 12:00:00,,,,
541,13.72188622,1012.0,88.0,28.0,16.0,2020-11-28 13:00:00,,,,
542,13.72188622,1011.0,86.0,26.0,15.0,2020-11-28 14:00:00,,,,
543,13.72188622,1011.0,84.0,24.0,15.0,2020-11-28 15:00:00,,,,
544,13.72188622,1011.0,77.0,24.0,15.0,2020-11-28 16:00:00,,,,
545,13.72188622,1011.0,70.0,23.0,15.0,2020-11-28 17:00:00,,,,
546,11.72188622,1011.0,64.0,23.0,14.0,2020-11-28 18:00:00,,,,
547,11.72188622,1011.0,56.0,22.0,14.0,2020-11-28 19:00:00,,,,
548,11.72188622,1012.0,49.0,21.0,14.0,2020-11-28 20:00:00,,,,
549,11.72188622,1012.0,42.0,20.0,14.0,2020-11-28 21:00:00,,,,
550,11.72188622,1012.0,50.0,34.0,13.0,2020-11-28 22:00:00,,,,
551,9.721886217,1012.0,59.0,48.0,12.0,2020-11-28 23:00:00,,,,
552,9.721886217,1012.0,67.0,63.0,11.0,2020-11-29 00:00:00,,,,
553,9.721886217,1012.0,70.0,53.0,10.0,2020-11-29 01:00:00,,,,
554,9.721886217,1012.0,73.0,44.0,10.0,2020-11-29 02:00:00,,,,
555,9.721886217,1011.0,76.0,35.0,9.0,2020-11-29 03:00:00,,,,
556,9.721886217,1011.0,79.0,35.0,10.0,2020-11-29 04:00:00,,,,
557,9.721886217,1011.0,82.0,34.0,10.0,2020-11-29 05:00:00,,,,
558,9.721886217,1012.0,85.0,34.0,11.0,2020-11-29 06:00:00,,,,
559,9.721886217,1012.0,84.0,36.0,11.0,2020-11-29 07:00:00,,,,
560,9.721886217,1013.0,83.0,38.0,11.0,2020-11-29 08:00:00,,,,
561,9.721886217,1013.0,82.0,40.0,11.0,2020-11-29 09:00:00,,,,
562,11.72188622,1013.0,83.0,75.0,10.0,2020-11-29 10:00:00,,,,
563,11.72188622,1013.0,85.0,110.0,9.0,2020-11-29 11:00:00,,,,
564,11.72188622,1012.0,86.0,145.0,9.0,2020-11-29 12:00:00,,,,
565,11.72188622,1011.0,91.0,212.0,9.0,2020-11-29 13:00:00,,,,
566,11.72188622,1011.0,95.0,280.0,10.0,2020-11-29 14:00:00,,,,
567,11.72188622,1010.0,100.0,348.0,10.0,2020-11-29 15:00:00,,,,
568,11.72188622,1010.0,100.0,313.0,12.0,2020-11-29 16:00:00,,,,
569,11.72188622,1010.0,100.0,278.0,13.0,2020-11-29 17:00:00,,,,
570,9.721886217,1010.0,100.0,243.0,14.0,2020-11-29 18:00:00,,,,
571,9.721886217,1011.0,96.0,174.0,13.0,2020-11-29 19:00:00,,,,
572,7.721886217,1011.0,91.0,104.0,11.0,2020-11-29 20:00:00,,,,
573,5.721886217,1011.0,87.0,35.0,9.0,2020-11-29 21:00:00,,,,
574,3.721886217,1011.0,90.0,40.0,8.0,2020-11-29 22:00:00,,,,
575,1.721886217,1011.0,93.0,45.0,8.0,2020-11-29 23:00:00,,,,
576,-2.278113783,1011.0,96.0,50.0,7.0,2020-11-30 00:00:00,,,,
577,3.721886217,1010.0,93.0,50.0,7.0,2020-11-30 01:00:00,,,,
578,7.721886217,1010.0,91.0,51.0,7.0,2020-11-30 02:00:00,,,,
579,11.72188622,1010.0,89.0,52.0,6.0,2020-11-30 03:00:00,,,,
580,11.72188622,1010.0,86.0,57.0,6.0,2020-11-30 04:00:00,,,,
581,11.72188622,1010.0,82.0,63.0,6.0,2020-11-30 05:00:00,,,,
582,11.72188622,1010.0,79.0,68.0,6.0,2020-11-30 06:00:00,,,,
583,11.72188622,1011.0,84.0,85.0,5.0,2020-11-30 07:00:00,,,,
584,11.72188622,1012.0,89.0,101.0,4.0,2020-11-30 08:00:00,,,,
585,13.72188622,1012.0,94.0,117.0,3.0,2020-11-30 09:00:00,,,,
586,13.72188622,1012.0,85.0,136.0,4.0,2020-11-30 10:00:00,,,,
587,13.72188622,1012.0,77.0,155.0,4.0,2020-11-30 11:00:00,,,,
588,15.72188622,1012.0,68.0,174.0,5.0,2020-11-30 12:00:00,,,,
589,15.72188622,1011.0,58.0,218.0,6.0,2020-11-30 13:00:00,,,,
590,15.72188622,1011.0,48.0,261.0,8.0,2020-11-30 14:00:00,,,,
591,15.72188622,1010.0,38.0,305.0,9.0,2020-11-30 15:00:00,,,,
592,15.72188622,1010.0,44.0,312.0,10.0,2020-11-30 16:00:00,,,,
593,15.72188622,1011.0,51.0,319.0,11.0,2020-11-30 17:00:00,,,,
594,15.72188622,1011.0,58.0,327.0,12.0,2020-11-30 18:00:00,,,,
595,13.72188622,1011.0,61.0,295.0,12.0,2020-11-30 19:00:00,,,,
596,11.72188622,1011.0,64.0,264.0,12.0,2020-11-30 20:00:00,,,,
597,11.72188622,1012.0,67.0,232.0,13.0,2020-11-30 21:00:00,,,,
598,7.721886217,1012.0,57.0,159.0,13.0,2020-11-30 22:00:00,,,,
599,3.721886217,1012.0,46.0,85.0,13.0,2020-11-30 23:00:00,,,,
