,cloud_cover,time,pressure_kpa,temperature_c,wind_direction,wind_speed_kmh,date,datetime,month,hour,type_of_day
5754,0,2017-11-12 18:00:00,1014,16,345,16,2017-11-12,18:00:00,11,18,7
5755,0,2017-11-12 19:00:00,1014,14,234,12,2017-11-12,19:00:00,11,19,7
5756,0,2017-11-12 20:00:00,1014,14,124,9,2017-11-12,20:00:00,11,20,7
5757,0,2017-11-12 21:00:00,1014,12,14,5,2017-11-12,21:00:00,11,21,7
5758,0,2017-11-12 22:00:00,1014,12,24,6,2017-11-12,22:00:00,11,22,7
5759,0,2017-11-12 23:00:00,1013,12,35,7,2017-11-12,23:00:00,11,23,7
5760,0,2017-11-13 00:00:00,1013,12,45,8,2017-11-13,00:00:00,11,0,1
5761,0,2017-11-13 01:00:00,1013,10,53,8,2017-11-13,01:00:00,11,1,1
5762,0,2017-11-13 02:00:00,1013,10,60,8,2017-11-13,02:00:00,11,2,1
5763,0,2017-11-13 03:00:00,1013,10,68,8,2017-11-13,03:00:00,11,3,1
5764,0,2017-11-13 04:00:00,1013,10,73,9,2017-11-13,04:00:00,11,4,1
5765,0,2017-11-13 05:00:00,1014,12,78,9,2017-11-13,05:00:00,11,5,1
5766,0,2017-11-13 06:00:00,1014,12,84,10,2017-11-13,06:00:00,11,6,1
5767,0,2017-11-13 07:00:00,1014,14,83,8,2017-11-13,07:00:00,11,7,1
5768,0,2017-11-13 08:00:00,1014,18,83,7,2017-11-13,08:00:00,11,8,1
5769,0,2017-11-13 09:00:00,1014,20,82,5,2017-11-13,09:00:00,11,9,1
5770,0,2017-11-13 10:00:00,1013,20,153,6,2017-11-13,10:00:00,11,10,1
5771,0,2017-11-13 11:00:00,1013,22,224,6,2017-11-13,11:00:00,11,11,1
5772,0,2017-11-13 12:00:00,1012,22,296,6,2017-11-13,12:00:00,11,12,1
5773,0,2017-11-13 13:00:00,1012,20,299,8,2017-11-13,13:00:00,11,13,1
5774,0,2017-11-13 14:00:00,1011,20,302,10,2017-11-13,14:00:00,11,14,1
5775,0,2017-11-13 15:00:00,1011,18,305,11,2017-11-13,15:00:00,11,15,1
5776,0,2017-11-13 16:00:00,1011,16,316,11,2017-11-13,16:00:00,11,16,1
5777,0,2017-11-13 17:00:00,1012,16,328,11,2017-11-13,17:00:00,11,17,1
5778,0,2017-11-13 18:00:00,1012,14,340,10,2017-11-13,18:00:00,11,18,1
5779,0,2017-11-13 19:00:00,1012,14,240,9,2017-11-13,19:00:00,11,19,1
5780,0,2017-11-13 20:00:00,1013,12,141,7,2017-11-13,20:00:00,11,20,1
5781,0,2017-11-13 21:00:00,1013,12,42,5,2017-11-13,21:00:00,11,21,1
5782,0,2017-11-13 22:00:00,1012,12,43,6,2017-11-13,22:00:00,11,22,1
5783,0,2017-11-13 23:00:00,1012,10,44,7,2017-11-13,23:00:00,11,23,1
5784,0,2017-11-14 00:00:00,1012,10,46,8,2017-11-14,00:00:00,11,0,2
5785,0,2017-11-14 01:00:00,1012,10,48,8,2017-11-14,01:00:00,11,1,2
5786,0,2017-11-14 02:00:00,1012,10,50,8,2017-11-14,02:00:00,11,2,2
5787,0,2017-11-14 03:00:00,1012,10,53,9,2017-11-14,03:00:00,11,3,2
5788,0,2017-11-14 04:00:00,1012,10,56,9,2017-11-14,04:00:00,11,4,2
5789,0,2017-11-14 05:00:00,1013,10,59,8,2017-11-14,05:00:00,11,5,2
5790,0,2017-11-14 06:00:00,1013,10,62,8,2017-11-14,06:00:00,11,6,2
5791,0,2017-11-14 07:00:00,1014,14,68,7,2017-11-14,07:00:00,11,7,2
5792,0,2017-11-14 08:00:00,1014,16,74,5,2017-11-14,08:00:00,11,8,2
5793,0,2017-11-14 09:00:00,1014,20,80,4,2017-11-14,09:00:00,11,9,2
5794,0,2017-11-14 10:00:00,1013,20,148,6,2017-11-14,10:00:00,11,10,2
5795,0,2017-11-14 11:00:00,1012,22,216,7,2017-11-14,11:00:00,11,11,2
5796,0,2017-11-14 12:00:00,1011,22,284,9,2017-11-14,12:00:00,11,12,2
5797,0,2017-11-14 13:00:00,1011,20,286,9,2017-11-14,13:00:00,11,13,2
5798,0,2017-11-14 14:00:00,1011,18,289,10,2017-11-14,14:00:00,11,14,2
5799,0,2017-11-14 15:00:00,1011,16,291,10,2017-11-14,15:00:00,11,15,2
5800,0,2017-11-14 16:00:00,1011,16,303,10,2017-11-14,16:00:00,11,16,2
5801,0,2017-11-14 17:00:00,1012,14,315,9,2017-11-14,17:00:00,11,17,2
5802,0,2017-11-14 18:00:00,1012,14,328,9,2017-11-14,18:00:00,11,18,2
5803,0,2017-11-14 19:00:00,1013,12,238,8,2017-11-14,19:00:00,11,19,2
5804,0,2017-11-14 20:00:00,1013,12,149,7,2017-11-14,20:00:00,11,20,2
5805,0,2017-11-14 21:00:00,1013,12,60,6,2017-11-14,21:00:00,11,21,2
5806,0,2017-11-14 22:00:00,1013,12,58,6,2017-11-14,22:00:00,11,22,2
5807,0,2017-11-14 23:00:00,1013,10,55,6,2017-11-14,23:00:00,11,23,2
5808,0,2017-11-15 00:00:00,1013,10,53,6,2017-11-15,00:00:00,11,0,3
5809,0,2017-11-15 01:00:00,1013,10,53,6,2017-11-15,01:00:00,11,1,3
5810,0,2017-11-15 02:00:00,1013,10,52,7,2017-11-15,02:00:00,11,2,3
5811,0,2017-11-15 03:00:00,1013,8,52,7,2017-11-15,03:00:00,11,3,3
5812,0,2017-11-15 04:00:00,1013,10,53,7,2017-11-15,04:00:00,11,4,3
5813,0,2017-11-15 05:00:00,1014,10,54,8,2017-11-15,05:00:00,11,5,3
5814,0,2017-11-15 06:00:00,1014,10,56,8,2017-11-15,06:00:00,11,6,3
5815,0,2017-11-15 07:00:00,1014,14,52,7,2017-11-15,07:00:00,11,7,3
5816,0,2017-11-15 08:00:00,1014,16,49,6,2017-11-15,08:00:00,11,8,3
5817,0,2017-11-15 09:00:00,1015,18,45,5,2017-11-15,09:00:00,11,9,3
5818,0,2017-11-15 10:00:00,1014,20,139,6,2017-11-15,10:00:00,11,10,3
5819,0,2017-11-15 11:00:00,1013,20,232,8,2017-11-15,11:00:00,11,11,3
5820,0,2017-11-15 12:00:00,1012,22,326,10,2017-11-15,12:00:00,11,12,3
5821,0,2017-11-15 13:00:00,1012,20,324,10,2017-11-15,13:00:00,11,13,3
5822,0,2017-11-15 14:00:00,1012,18,323,11,2017-11-15,14:00:00,11,14,3
5823,0,2017-11-15 15:00:00,1012,16,321,11,2017-11-15,15:00:00,11,15,3
5824,0,2017-11-15 16:00:00,1012,16,331,12,2017-11-15,16:00:00,11,16,3
5825,0,2017-11-15 17:00:00,1013,16,340,12,2017-11-15,17:00:00,11,17,3
5826,0,2017-11-15 18:00:00,1013,14,350,13,2017-11-15,18:00:00,11,18,3
5827,0,2017-11-15 19:00:00,1014,14,247,10,2017-11-15,19:00:00,11,19,3
5828,0,2017-11-15 20:00:00,1014,12,144,8,2017-11-15,20:00:00,11,20,3
5829,0,2017-11-15 21:00:00,1014,12,42,5,2017-11-15,21:00:00,11,21,3
5830,0,2017-11-15 22:00:00,1014,12,44,6,2017-11-15,22:00:00,11,22,3
5831,0,2017-11-15 23:00:00,1013,10,46,8,2017-11-15,23:00:00,11,23,3
5832,0,2017-11-16 00:00:00,1013,10,49,9,2017-11-16,00:00:00,11,0,4
5833,0,2017-11-16 01:00:00,1013,10,54,8,2017-11-16,01:00:00,11,1,4
5834,0,2017-11-16 02:00:00,1012,8,59,8,2017-11-16,02:00:00,11,2,4
5835,0,2017-11-16 03:00:00,1012,8,64,7,2017-11-16,03:00:00,11,3,4
5836,0,2017-11-16 04:00:00,1013,8,65,9,2017-11-16,04:00:00,11,4,4
5837,0,2017-11-16 05:00:00,1013,10,67,11,2017-11-16,05:00:00,11,5,4
5838,0,2017-11-16 06:00:00,1013,10,68,12,2017-11-16,06:00:00,11,6,4
5839,0,2017-11-16 07:00:00,1014,12,74,12,2017-11-16,07:00:00,11,7,4
5840,0,2017-11-16 08:00:00,1014,16,80,11,2017-11-16,08:00:00,11,8,4
5841,0,2017-11-16 09:00:00,1014,20,86,10,2017-11-16,09:00:00,11,9,4
5842,0,2017-11-16 10:00:00,1013,20,62,9,2017-11-16,10:00:00,11,10,4
5843,0,2017-11-16 11:00:00,1012,20,37,7,2017-11-16,11:00:00,11,11,4
5844,0,2017-11-16 12:00:00,1011,22,13,5,2017-11-16,12:00:00,11,12,4
5845,0,2017-11-16 13:00:00,1011,20,120,8,2017-11-16,13:00:00,11,13,4
5846,0,2017-11-16 14:00:00,1011,20,228,11,2017-11-16,14:00:00,11,14,4
5847,0,2017-11-16 15:00:00,1010,18,335,14,2017-11-16,15:00:00,11,15,4
5848,0,2017-11-16 16:00:00,1011,16,341,15,2017-11-16,16:00:00,11,16,4
5849,0,2017-11-16 17:00:00,1011,16,347,16,2017-11-16,17:00:00,11,17,4
5850,0,2017-11-16 18:00:00,1012,14,353,17,2017-11-16,18:00:00,11,18,4
5851,0,2017-11-16 19:00:00,1012,14,238,14,2017-11-16,19:00:00,11,19,4
5852,0,2017-11-16 20:00:00,1012,12,122,11,2017-11-16,20:00:00,11,20,4
5853,0,2017-11-16 21:00:00,1012,12,6,8,2017-11-16,21:00:00,11,21,4
5854,0,2017-11-16 22:00:00,1012,10,24,9,2017-11-16,22:00:00,11,22,4
5855,0,2017-11-16 23:00:00,1011,10,41,10,2017-11-16,23:00:00,11,23,4
5856,0,2017-11-17 00:00:00,1011,10,59,11,2017-11-17,00:00:00,11,0,5
5857,0,2017-11-17 01:00:00,1011,10,60,10,2017-11-17,01:00:00,11,1,5
5858,0,2017-11-17 02:00:00,1011,10,61,9,2017-11-17,02:00:00,11,2,5
5859,0,2017-11-17 03:00:00,1011,10,62,9,2017-11-17,03:00:00,11,3,5
5860,0,2017-11-17 04:00:00,1011,10,65,10,2017-11-17,04:00:00,11,4,5
5861,0,2017-11-17 05:00:00,1012,10,68,11,2017-11-17,05:00:00,11,5,5
5862,0,2017-11-17 06:00:00,1012,10,71,12,2017-11-17,06:00:00,11,6,5
5863,0,2017-11-17 07:00:00,1012,14,75,11,2017-11-17,07:00:00,11,7,5
5864,0,2017-11-17 08:00:00,1012,16,78,10,2017-11-17,08:00:00,11,8,5
5865,0,2017-11-17 09:00:00,1012,20,82,9,2017-11-17,09:00:00,11,9,5
5866,0,2017-11-17 10:00:00,1011,20,63,8,2017-11-17,10:00:00,11,10,5
5867,0,2017-11-17 11:00:00,1010,22,44,7,2017-11-17,11:00:00,11,11,5
5868,0,2017-11-17 12:00:00,1009,22,25,6,2017-11-17,12:00:00,11,12,5
5869,0,2017-11-17 13:00:00,1009,20,19,7,2017-11-17,13:00:00,11,13,5
5870,0,2017-11-17 14:00:00,1009,20,13,8,2017-11-17,14:00:00,11,14,5
5871,0,2017-11-17 15:00:00,1009,18,8,8,2017-11-17,15:00:00,11,15,5
5872,1,2017-11-17 16:00:00,1010,16,124,10,2017-11-17,16:00:00,11,16,5
5873,2,2017-11-17 17:00:00,1010,16,241,11,2017-11-17,17:00:00,11,17,5
5874,3,2017-11-17 18:00:00,1011,14,357,13,2017-11-17,18:00:00,11,18,5
5875,2,2017-11-17 19:00:00,1011,14,254,12,2017-11-17,19:00:00,11,19,5
5876,1,2017-11-17 20:00:00,1011,12,151,11,2017-11-17,20:00:00,11,20,5
5877,0,2017-11-17 21:00:00,1011,12,48,10,2017-11-17,21:00:00,11,21,5
5878,0,2017-11-17 22:00:00,1011,12,54,11,2017-11-17,22:00:00,11,22,5
5879,0,2017-11-17 23:00:00,1011,10,61,11,2017-11-17,23:00:00,11,23,5
5880,0,2017-11-18 00:00:00,1011,10,67,11,2017-11-18,00:00:00,11,0,6
5881,1,2017-11-18 01:00:00,1011,10,65,12,2017-11-18,01:00:00,11,1,6
5882,2,2017-11-18 02:00:00,1011,10,64,12,2017-11-18,02:00:00,11,2,6
5883,3,2017-11-18 03:00:00,1011,10,62,13,2017-11-18,03:00:00,11,3,6
5884,3,2017-11-18 04:00:00,1012,10,67,13,2017-11-18,04:00:00,11,4,6
5885,2,2017-11-18 05:00:00,1012,10,72,14,2017-11-18,05:00:00,11,5,6
5886,2,2017-11-18 06:00:00,1013,10,77,15,2017-11-18,06:00:00,11,6,6
5887,8,2017-11-18 07:00:00,1013,14,77,13,2017-11-18,07:00:00,11,7,6
5888,14,2017-11-18 08:00:00,1013,16,78,12,2017-11-18,08:00:00,11,8,6
5889,21,2017-11-18 09:00:00,1013,18,78,10,2017-11-18,09:00:00,11,9,6
5890,36,2017-11-18 10:00:00,1012,20,61,10,2017-11-18,10:00:00,11,10,6
5891,51,2017-11-18 11:00:00,1012,20,43,9,2017-11-18,11:00:00,11,11,6
5892,67,2017-11-18 12:00:00,1011,22,25,8,2017-11-18,12:00:00,11,12,6
5893,45,2017-11-18 13:00:00,1011,20,135,9,2017-11-18,13:00:00,11,13,6
5894,24,2017-11-18 14:00:00,1011,20,246,9,2017-11-18,14:00:00,11,14,6
5895,3,2017-11-18 15:00:00,1011,18,356,9,2017-11-18,15:00:00,11,15,6
5896,4,2017-11-18 16:00:00,1011,16,354,11,2017-11-18,16:00:00,11,16,6
5897,5,2017-11-18 17:00:00,1012,16,353,12,2017-11-18,17:00:00,11,17,6
5898,6,2017-11-18 18:00:00,1012,16,351,13,2017-11-18,18:00:00,11,18,6
5899,7,2017-11-18 19:00:00,1012,14,247,11,2017-11-18,19:00:00,11,19,6
5900,8,2017-11-18 20:00:00,1012,14,143,9,2017-11-18,20:00:00,11,20,6
5901,9,2017-11-18 21:00:00,1013,12,39,7,2017-11-18,21:00:00,11,21,6
5902,8,2017-11-18 22:00:00,1012,12,49,9,2017-11-18,22:00:00,11,22,6
5903,6,2017-11-18 23:00:00,1012,12,58,10,2017-11-18,23:00:00,11,23,6
5904,5,2017-11-19 00:00:00,1012,12,68,12,2017-11-19,00:00:00,11,0,7
5905,7,2017-11-19 01:00:00,1012,10,70,11,2017-11-19,01:00:00,11,1,7
5906,9,2017-11-19 02:00:00,1012,10,72,11,2017-11-19,02:00:00,11,2,7
5907,11,2017-11-19 03:00:00,1011,10,74,10,2017-11-19,03:00:00,11,3,7
5908,14,2017-11-19 04:00:00,1012,10,80,11,2017-11-19,04:00:00,11,4,7
5909,17,2017-11-19 05:00:00,1013,10,85,12,2017-11-19,05:00:00,11,5,7
5910,20,2017-11-19 06:00:00,1013,10,91,14,2017-11-19,06:00:00,11,6,7
5911,17,2017-11-19 07:00:00,1013,14,92,12,2017-11-19,07:00:00,11,7,7
5912,14,2017-11-19 08:00:00,1013,16,92,10,2017-11-19,08:00:00,11,8,7
5913,10,2017-11-19 09:00:00,1013,18,92,8,2017-11-19,09:00:00,11,9,7
5914,8,2017-11-19 10:00:00,1012,20,169,6,2017-11-19,10:00:00,11,10,7
5915,5,2017-11-19 11:00:00,1011,20,247,5,2017-11-19,11:00:00,11,11,7
5916,2,2017-11-19 12:00:00,1011,20,324,4,2017-11-19,12:00:00,11,12,7
5917,4,2017-11-19 13:00:00,1010,20,325,6,2017-11-19,13:00:00,11,13,7
5918,5,2017-11-19 14:00:00,1010,18,327,8,2017-11-19,14:00:00,11,14,7
5919,7,2017-11-19 15:00:00,1010,18,328,10,2017-11-19,15:00:00,11,15,7
5920,7,2017-11-19 16:00:00,1010,16,335,12,2017-11-19,16:00:00,11,16,7
5921,8,2017-11-19 17:00:00,1011,16,341,13,2017-11-19,17:00:00,11,17,7
5922,8,2017-11-19 18:00:00,1011,14,348,15,2017-11-19,18:00:00,11,18,7
5923,9,2017-11-19 19:00:00,1011,14,242,12,2017-11-19,19:00:00,11,19,7
5924,10,2017-11-19 20:00:00,1011,12,137,10,2017-11-19,20:00:00,11,20,7
5925,11,2017-11-19 21:00:00,1012,12,31,8,2017-11-19,21:00:00,11,21,7
5926,18,2017-11-19 22:00:00,1011,12,42,8,2017-11-19,22:00:00,11,22,7
5927,24,2017-11-19 23:00:00,1011,10,53,9,2017-11-19,23:00:00,11,23,7
5928,31,2017-11-20 00:00:00,1010,10,63,9,2017-11-20,00:00:00,11,0,1
5929,29,2017-11-20 01:00:00,1010,10,61,9,2017-11-20,01:00:00,11,1,1
5930,27,2017-11-20 02:00:00,1010,10,59,8,2017-11-20,02:00:00,11,2,1
5931,25,2017-11-20 03:00:00,1010,10,56,7,2017-11-20,03:00:00,11,3,1
5932,33,2017-11-20 04:00:00,1010,12,61,9,2017-11-20,04:00:00,11,4,1
5933,40,2017-11-20 05:00:00,1010,12,65,10,2017-11-20,05:00:00,11,5,1
5934,48,2017-11-20 06:00:00,1011,12,69,12,2017-11-20,06:00:00,11,6,1
5935,49,2017-11-20 07:00:00,1011,12,163,9,2017-11-20,07:00:00,11,7,1
5936,50,2017-11-20 08:00:00,1012,12,257,7,2017-11-20,08:00:00,11,8,1
5937,51,2017-11-20 09:00:00,1012,12,350,5,2017-11-20,09:00:00,11,9,1
5938,50,2017-11-20 10:00:00,1011,12,234,9,2017-11-20,10:00:00,11,10,1
5939,48,2017-11-20 11:00:00,1010,12,117,13,2017-11-20,11:00:00,11,11,1
5940,47,2017-11-20 12:00:00,1009,12,1,17,2017-11-20,12:00:00,11,12,1
5941,49,2017-11-20 13:00:00,1009,12,112,16,2017-11-20,13:00:00,11,13,1
5942,51,2017-11-20 14:00:00,1008,14,223,16,2017-11-20,14:00:00,11,14,1
5943,53,2017-11-20 15:00:00,1008,14,334,15,2017-11-20,15:00:00,11,15,1
5944,51,2017-11-20 16:00:00,1008,14,225,18,2017-11-20,16:00:00,11,16,1
5945,49,2017-11-20 17:00:00,1009,14,116,20,2017-11-20,17:00:00,11,17,1
5946,46,2017-11-20 18:00:00,1010,12,6,22,2017-11-20,18:00:00,11,18,1
5947,48,2017-11-20 19:00:00,1010,12,11,21,2017-11-20,19:00:00,11,19,1
5948,50,2017-11-20 20:00:00,1010,10,15,21,2017-11-20,20:00:00,11,20,1
5949,52,2017-11-20 21:00:00,1010,10,19,20,2017-11-20,21:00:00,11,21,1
5950,56,2017-11-20 22:00:00,1009,10,40,16,2017-11-20,22:00:00,11,22,1
5951,61,2017-11-20 23:00:00,1009,10,61,12,2017-11-20,23:00:00,11,23,1
5952,66,2017-11-21 00:00:00,1008,10,82,9,2017-11-21,00:00:00,11,0,2
5953,77,2017-11-21 01:00:00,1007,8,81,12,2017-11-21,01:00:00,11,1,2
5954,89,2017-11-21 02:00:00,1007,8,81,16,2017-11-21,02:00:00,11,2,2
5955,100,2017-11-21 03:00:00,1007,8,80,19,2017-11-21,03:00:00,11,3,2
5956,91,2017-11-21 04:00:00,1007,8,84,19,2017-11-21,04:00:00,11,4,2
5957,82,2017-11-21 05:00:00,1007,6,88,18,2017-11-21,05:00:00,11,5,2
5958,72,2017-11-21 06:00:00,1007,6,92,17,2017-11-21,06:00:00,11,6,2
5959,82,2017-11-21 07:00:00,1007,8,97,19,2017-11-21,07:00:00,11,7,2
5960,91,2017-11-21 08:00:00,1008,10,102,20,2017-11-21,08:00:00,11,8,2
5961,100,2017-11-21 09:00:00,1009,12,107,22,2017-11-21,09:00:00,11,9,2
5962,85,2017-11-21 10:00:00,1008,12,123,18,2017-11-21,10:00:00,11,10,2
5963,70,2017-11-21 11:00:00,1006,12,138,15,2017-11-21,11:00:00,11,11,2
5964,55,2017-11-21 12:00:00,1005,12,153,12,2017-11-21,12:00:00,11,12,2
5965,64,2017-11-21 13:00:00,1006,12,141,12,2017-11-21,13:00:00,11,13,2
5966,72,2017-11-21 14:00:00,1006,10,129,12,2017-11-21,14:00:00,11,14,2
5967,80,2017-11-21 15:00:00,1006,10,117,12,2017-11-21,15:00:00,11,15,2
5968,80,2017-11-21 16:00:00,1006,10,124,11,2017-11-21,16:00:00,11,16,2
5969,79,2017-11-21 17:00:00,1006,10,130,10,2017-11-21,17:00:00,11,17,2
5970,79,2017-11-21 18:00:00,1007,10,137,9,2017-11-21,18:00:00,11,18,2
5971,86,2017-11-21 19:00:00,1007,10,99,8,2017-11-21,19:00:00,11,19,2
5972,93,2017-11-21 20:00:00,1007,8,61,6,2017-11-21,20:00:00,11,20,2
5973,100,2017-11-21 21:00:00,1007,8,24,4,2017-11-21,21:00:00,11,21,2
5974,100,2017-11-21 22:00:00,1007,8,34,5,2017-11-21,22:00:00,11,22,2
5975,100,2017-11-21 23:00:00,1007,8,44,5,2017-11-21,23:00:00,11,23,2
5976,100,2017-11-22 00:00:00,1007,8,54,6,2017-11-22,00:00:00,11,0,3
5977,99,2017-11-22 01:00:00,1007,8,112,5,2017-11-22,01:00:00,11,1,3
5978,98,2017-11-22 02:00:00,1007,8,171,4,2017-11-22,02:00:00,11,2,3
5979,97,2017-11-22 03:00:00,1008,8,229,4,2017-11-22,03:00:00,11,3,3
5980,98,2017-11-22 04:00:00,1008,8,206,5,2017-11-22,04:00:00,11,4,3
5981,99,2017-11-22 05:00:00,1009,8,184,6,2017-11-22,05:00:00,11,5,3
5982,100,2017-11-22 06:00:00,1010,8,161,6,2017-11-22,06:00:00,11,6,3
5983,96,2017-11-22 07:00:00,1010,10,208,6,2017-11-22,07:00:00,11,7,3
5984,92,2017-11-22 08:00:00,1011,10,256,6,2017-11-22,08:00:00,11,8,3
5985,88,2017-11-22 09:00:00,1011,10,303,6,2017-11-22,09:00:00,11,9,3
5986,72,2017-11-22 10:00:00,1011,10,299,7,2017-11-22,10:00:00,11,10,3
5987,55,2017-11-22 11:00:00,1010,12,295,8,2017-11-22,11:00:00,11,11,3
5988,39,2017-11-22 12:00:00,1009,12,291,9,2017-11-22,12:00:00,11,12,3
5989,28,2017-11-22 13:00:00,1010,12,303,10,2017-11-22,13:00:00,11,13,3
5990,16,2017-11-22 14:00:00,1010,10,315,11,2017-11-22,14:00:00,11,14,3
5991,5,2017-11-22 15:00:00,1010,10,327,13,2017-11-22,15:00:00,11,15,3
5992,6,2017-11-22 16:00:00,1010,8,329,13,2017-11-22,16:00:00,11,16,3
5993,6,2017-11-22 17:00:00,1011,8,332,13,2017-11-22,17:00:00,11,17,3
5994,7,2017-11-22 18:00:00,1011,8,334,13,2017-11-22,18:00:00,11,18,3
5995,15,2017-11-22 19:00:00,1012,6,342,11,2017-11-22,19:00:00,11,19,3
5996,22,2017-11-22 20:00:00,1012,6,350,10,2017-11-22,20:00:00,11,20,3
5997,30,2017-11-22 21:00:00,1012,6,357,9,2017-11-22,21:00:00,11,21,3
5998,33,2017-11-22 22:00:00,1012,6,357,9,2017-11-22,22:00:00,11,22,3
5999,36,2017-11-22 23:00:00,1012,4,357,8,2017-11-22,23:00:00,11,23,3
6000,39,2017-11-23 00:00:00,1011,4,356,8,2017-11-23,00:00:00,11,0,4
6001,41,2017-11-23 01:00:00,1011,4,354,8,2017-11-23,01:00:00,11,1,4
6002,43,2017-11-23 02:00:00,1011,4,352,8,2017-11-23,02:00:00,11,2,4
6003,44,2017-11-23 03:00:00,1011,4,350,8,2017-11-23,03:00:00,11,3,4
6004,44,2017-11-23 04:00:00,1012,4,238,8,2017-11-23,04:00:00,11,4,4
6005,45,2017-11-23 05:00:00,1012,4,126,8,2017-11-23,05:00:00,11,5,4
6006,45,2017-11-23 06:00:00,1013,4,14,8,2017-11-23,06:00:00,11,6,4
6007,35,2017-11-23 07:00:00,1013,6,122,7,2017-11-23,07:00:00,11,7,4
6008,25,2017-11-23 08:00:00,1013,10,230,6,2017-11-23,08:00:00,11,8,4
6009,16,2017-11-23 09:00:00,1013,12,338,5,2017-11-23,09:00:00,11,9,4
6010,10,2017-11-23 10:00:00,1012,12,327,8,2017-11-23,10:00:00,11,10,4
6011,5,2017-11-23 11:00:00,1012,12,317,11,2017-11-23,11:00:00,11,11,4
6012,0,2017-11-23 12:00:00,1011,12,306,13,2017-11-23,12:00:00,11,12,4
6013,2,2017-11-23 13:00:00,1011,12,315,12,2017-11-23,13:00:00,11,13,4
6014,5,2017-11-23 14:00:00,1011,12,323,10,2017-11-23,14:00:00,11,14,4
6015,7,2017-11-23 15:00:00,1011,10,332,9,2017-11-23,15:00:00,11,15,4
6016,11,2017-11-23 16:00:00,1011,10,331,11,2017-11-23,16:00:00,11,16,4
6017,14,2017-11-23 17:00:00,1012,8,331,13,2017-11-23,17:00:00,11,17,4
6018,18,2017-11-23 18:00:00,1012,8,330,15,2017-11-23,18:00:00,11,18,4
6019,16,2017-11-23 19:00:00,1012,8,220,13,2017-11-23,19:00:00,11,19,4
6020,15,2017-11-23 20:00:00,1013,6,111,11,2017-11-23,20:00:00,11,20,4
6021,13,2017-11-23 21:00:00,1013,6,1,9,2017-11-23,21:00:00,11,21,4
6022,14,2017-11-23 22:00:00,1012,6,3,9,2017-11-23,22:00:00,11,22,4
6023,15,2017-11-23 23:00:00,1012,6,6,9,2017-11-23,23:00:00,11,23,4
6024,16,2017-11-24 00:00:00,1012,6,9,9,2017-11-24,00:00:00,11,0,5
6025,16,2017-11-24 01:00:00,1012,6,13,8,2017-11-24,01:00:00,11,1,5
6026,17,2017-11-24 02:00:00,1012,6,17,6,2017-11-24,02:00:00,11,2,5
6027,18,2017-11-24 03:00:00,1012,6,21,5,2017-11-24,03:00:00,11,3,5
6028,23,2017-11-24 04:00:00,1012,6,21,5,2017-11-24,04:00:00,11,4,5
6029,29,2017-11-24 05:00:00,1013,6,22,6,2017-11-24,05:00:00,11,5,5
6030,35,2017-11-24 06:00:00,1013,8,23,6,2017-11-24,06:00:00,11,6,5
6031,33,2017-11-24 07:00:00,1013,10,128,7,2017-11-24,07:00:00,11,7,5
6032,32,2017-11-24 08:00:00,1013,14,234,7,2017-11-24,08:00:00,11,8,5
6033,30,2017-11-24 09:00:00,1013,16,340,7,2017-11-24,09:00:00,11,9,5
6034,31,2017-11-24 10:00:00,1012,16,330,9,2017-11-24,10:00:00,11,10,5
6035,31,2017-11-24 11:00:00,1012,16,320,12,2017-11-24,11:00:00,11,11,5
6036,32,2017-11-24 12:00:00,1011,18,310,14,2017-11-24,12:00:00,11,12,5
6037,32,2017-11-24 13:00:00,1011,16,311,13,2017-11-24,13:00:00,11,13,5
6038,32,2017-11-24 14:00:00,1011,16,312,12,2017-11-24,14:00:00,11,14,5
6039,32,2017-11-24 15:00:00,1011,14,314,11,2017-11-24,15:00:00,11,15,5
6040,36,2017-11-24 16:00:00,1011,14,324,11,2017-11-24,16:00:00,11,16,5
6041,40,2017-11-24 17:00:00,1012,14,335,11,2017-11-24,17:00:00,11,17,5
6042,45,2017-11-24 18:00:00,1012,12,346,10,2017-11-24,18:00:00,11,18,5
6043,40,2017-11-24 19:00:00,1013,12,346,8,2017-11-24,19:00:00,11,19,5
6044,35,2017-11-24 20:00:00,1013,12,347,6,2017-11-24,20:00:00,11,20,5
6045,30,2017-11-24 21:00:00,1013,12,348,4,2017-11-24,21:00:00,11,21,5
6046,28,2017-11-24 22:00:00,1013,12,238,3,2017-11-24,22:00:00,11,22,5
6047,27,2017-11-24 23:00:00,1012,12,127,3,2017-11-24,23:00:00,11,23,5
6048,25,2017-11-25 00:00:00,1012,10,16,3,2017-11-25,00:00:00,11,0,6
6049,22,2017-11-25 01:00:00,1012,10,128,3,2017-11-25,01:00:00,11,1,6
6050,19,2017-11-25 02:00:00,1012,10,241,2,2017-11-25,02:00:00,11,2,6
6051,15,2017-11-25 03:00:00,1012,10,353,2,2017-11-25,03:00:00,11,3,6
6052,14,2017-11-25 04:00:00,1013,10,250,3,2017-11-25,04:00:00,11,4,6
6053,13,2017-11-25 05:00:00,1013,10,147,3,2017-11-25,05:00:00,11,5,6
6054,11,2017-11-25 06:00:00,1013,12,44,4,2017-11-25,06:00:00,11,6,6
6055,10,2017-11-25 07:00:00,1013,14,43,3,2017-11-25,07:00:00,11,7,6
6056,8,2017-11-25 08:00:00,1013,16,42,2,2017-11-25,08:00:00,11,8,6
