cloud_cover,time,pressure_kpa,Temperature (C),wind_direction_deg,wind_speed_kmh
0,13/12/2017 20:00,1014,10,138,8
0,13/12/2017 21:00,1014,10,37,4
0,13/12/2017 22:00,1014,10,38,5
0,13/12/2017 23:00,1014,8,38,6
0,14/12/2017 0:00,1013,8,39,6
0,14/12/2017 1:00,1013,8,45,6
0,14/12/2017 2:00,1013,6,52,7
0,14/12/2017 3:00,1013,6,59,7
0,14/12/2017 4:00,1014,6,60,7
0,14/12/2017 5:00,1014,6,61,7
0,14/12/2017 6:00,1015,8,62,8
0,14/12/2017 7:00,1015,10,71,7
0,14/12/2017 8:00,1015,14,80,7
0,14/12/2017 9:00,1015,16,89,6
0,14/12/2017 10:00,1014,18,165,6
0,14/12/2017 11:00,1013,18,241,6
0,14/12/2017 12:00,1012,20,317,5
0,14/12/2017 13:00,1012,18,316,8
0,14/12/2017 14:00,1012,16,314,10
0,14/12/2017 15:00,1012,16,313,12
0,14/12/2017 16:00,1012,14,322,12
0,14/12/2017 17:00,1013,12,332,12
0,14/12/2017 18:00,1013,12,341,11
1,14/12/2017 19:00,1013,10,235,10
2,14/12/2017 20:00,1013,10,129,9
3,14/12/2017 21:00,1014,10,22,7
8,14/12/2017 22:00,1013,8,29,7
12,14/12/2017 23:00,1013,8,36,7
16,15/12/2017 0:00,1013,8,43,6
16,15/12/2017 1:00,1013,6,51,6
16,15/12/2017 2:00,1013,6,58,6
17,15/12/2017 3:00,1013,6,66,6
18,15/12/2017 4:00,1013,6,73,6
19,15/12/2017 5:00,1014,6,80,7
20,15/12/2017 6:00,1015,8,87,7
20,15/12/2017 7:00,1015,10,96,6
19,15/12/2017 8:00,1015,14,106,4
19,15/12/2017 9:00,1015,16,115,3
17,15/12/2017 10:00,1014,18,170,5
15,15/12/2017 11:00,1014,18,225,6
12,15/12/2017 12:00,1013,20,280,8
12,15/12/2017 13:00,1013,18,285,9
12,15/12/2017 14:00,1013,16,290,10
11,15/12/2017 15:00,1012,14,295,11
9,15/12/2017 16:00,1013,14,304,11
7,15/12/2017 17:00,1013,12,314,10
5,15/12/2017 18:00,1014,10,323,10
3,15/12/2017 19:00,1014,10,226,9
2,15/12/2017 20:00,1014,10,128,7
0,15/12/2017 21:00,1015,8,30,5
0,15/12/2017 22:00,1014,8,38,6
0,15/12/2017 23:00,1014,8,45,6
0,16/12/2017 0:00,1014,8,53,6
0,16/12/2017 1:00,1013,6,49,6
0,16/12/2017 2:00,1013,6,45,6
0,16/12/2017 3:00,1013,6,42,5
0,16/12/2017 4:00,1014,6,43,6
0,16/12/2017 5:00,1014,6,45,6
0,16/12/2017 6:00,1015,8,47,7
0,16/12/2017 7:00,1015,10,150,6
0,16/12/2017 8:00,1015,12,253,5
0,16/12/2017 9:00,1015,16,355,3
0,16/12/2017 10:00,1014,16,343,6
0,16/12/2017 11:00,1013,18,331,9
0,16/12/2017 12:00,1013,18,319,12
0,16/12/2017 13:00,1012,16,319,11
0,16/12/2017 14:00,1012,16,320,11
0,16/12/2017 15:00,1012,14,321,11
0,16/12/2017 16:00,1012,14,326,11
0,16/12/2017 17:00,1012,12,331,11
0,16/12/2017 18:00,1013,12,336,12
0,16/12/2017 19:00,1013,10,228,10
0,16/12/2017 20:00,1013,10,120,8
0,16/12/2017 21:00,1013,10,12,6
1,16/12/2017 22:00,1013,8,20,6
1,16/12/2017 23:00,1013,8,29,7
2,17/12/2017 0:00,1013,8,37,8
2,17/12/2017 1:00,1013,6,31,8
2,17/12/2017 2:00,1012,6,25,8
3,17/12/2017 3:00,1012,6,19,8
2,17/12/2017 4:00,1013,6,33,8
2,17/12/2017 5:00,1013,6,48,8
2,17/12/2017 6:00,1014,6,62,8
1,17/12/2017 7:00,1014,10,78,6
1,17/12/2017 8:00,1014,12,94,4
0,17/12/2017 9:00,1013,14,109,2
0,17/12/2017 10:00,1013,16,166,5
0,17/12/2017 11:00,1012,16,222,7
0,17/12/2017 12:00,1011,18,279,10
0,17/12/2017 13:00,1011,16,291,11
0,17/12/2017 14:00,1010,14,302,12
0,17/12/2017 15:00,1010,14,314,13
0,17/12/2017 16:00,1011,12,320,12
0,17/12/2017 17:00,1011,12,326,12
0,17/12/2017 18:00,1012,10,332,11
0,17/12/2017 19:00,1012,10,227,9
0,17/12/2017 20:00,1012,10,122,7
0,17/12/2017 21:00,1012,8,17,5
1,17/12/2017 22:00,1012,8,20,6
1,17/12/2017 23:00,1011,8,23,6
2,18/12/2017 0:00,1011,6,26,7
2,18/12/2017 1:00,1011,6,29,7
3,18/12/2017 2:00,1011,6,32,7
3,18/12/2017 3:00,1011,4,35,6
3,18/12/2017 4:00,1011,6,33,6
3,18/12/2017 5:00,1011,6,30,6
3,18/12/2017 6:00,1012,6,28,6
3,18/12/2017 7:00,1012,8,131,7
3,18/12/2017 8:00,1012,12,233,8
3,18/12/2017 9:00,1012,14,336,8
2,18/12/2017 10:00,1012,14,329,10
1,18/12/2017 11:00,1011,16,322,11
0,18/12/2017 12:00,1010,16,315,13
0,18/12/2017 13:00,1010,14,319,12
0,18/12/2017 14:00,1009,14,324,12
0,18/12/2017 15:00,1009,12,328,12
0,18/12/2017 16:00,1010,12,333,13
0,18/12/2017 17:00,1010,10,338,13
0,18/12/2017 18:00,1011,10,343,14
0,18/12/2017 19:00,1011,8,346,12
0,18/12/2017 20:00,1011,8,349,10
0,18/12/2017 21:00,1011,8,352,8
0,18/12/2017 22:00,1011,6,241,8
0,18/12/2017 23:00,1010,6,130,9
0,19/12/2017 0:00,1010,6,20,10
0,19/12/2017 1:00,1010,4,22,9
0,19/12/2017 2:00,1010,4,24,7
0,19/12/2017 3:00,1010,2,26,6
0,19/12/2017 4:00,1011,4,32,7
0,19/12/2017 5:00,1011,4,38,9
0,19/12/2017 6:00,1012,4,44,10
0,19/12/2017 7:00,1012,8,36,8
0,19/12/2017 8:00,1012,10,27,5
0,19/12/2017 9:00,1012,14,19,3
0,19/12/2017 10:00,1011,14,114,6
0,19/12/2017 11:00,1011,16,208,9
0,19/12/2017 12:00,1010,16,303,12
0,19/12/2017 13:00,1010,16,307,12
0,19/12/2017 14:00,1010,14,311,13
0,19/12/2017 15:00,1009,12,315,14
0,19/12/2017 16:00,1010,12,322,13
0,19/12/2017 17:00,1010,10,328,12
0,19/12/2017 18:00,1011,10,335,10
0,19/12/2017 19:00,1011,10,227,9
0,19/12/2017 20:00,1012,8,119,7
0,19/12/2017 21:00,1012,8,11,5
1,19/12/2017 22:00,1012,8,21,6
1,19/12/2017 23:00,1011,6,32,6
2,20/12/2017 0:00,1011,6,43,7
2,20/12/2017 1:00,1011,6,45,6
3,20/12/2017 2:00,1011,6,48,6
3,20/12/2017 3:00,1011,4,51,5
3,20/12/2017 4:00,1012,6,56,6
3,20/12/2017 5:00,1012,6,62,7
3,20/12/2017 6:00,1013,6,67,8
3,20/12/2017 7:00,1013,10,69,6
2,20/12/2017 8:00,1013,12,71,4
2,20/12/2017 9:00,1014,16,73,2
1,20/12/2017 10:00,1013,16,145,5
1,20/12/2017 11:00,1012,16,217,9
0,20/12/2017 12:00,1011,18,290,13
0,20/12/2017 13:00,1011,16,291,13
0,20/12/2017 14:00,1011,14,291,13
0,20/12/2017 15:00,1011,14,292,13
0,20/12/2017 16:00,1011,12,302,12
0,20/12/2017 17:00,1012,10,312,10
0,20/12/2017 18:00,1012,10,321,9
0,20/12/2017 19:00,1013,10,215,7
0,20/12/2017 20:00,1013,8,109,6
0,20/12/2017 21:00,1013,8,2,4
0,20/12/2017 22:00,1013,8,7,5
0,20/12/2017 23:00,1013,8,11,6
0,21/12/2017 0:00,1013,6,16,6
1,21/12/2017 1:00,1013,6,11,6
3,21/12/2017 2:00,1013,6,7,6
4,21/12/2017 3:00,1013,6,3,6
5,21/12/2017 4:00,1013,6,15,6
6,21/12/2017 5:00,1014,6,27,6
7,21/12/2017 6:00,1014,6,39,6
6,21/12/2017 7:00,1014,10,31,5
6,21/12/2017 8:00,1015,12,24,4
5,21/12/2017 9:00,1015,14,16,3
4,21/12/2017 10:00,1014,16,114,6
3,21/12/2017 11:00,1013,16,212,8
3,21/12/2017 12:00,1012,18,310,11
2,21/12/2017 13:00,1012,16,312,13
2,21/12/2017 14:00,1012,16,315,14
2,21/12/2017 15:00,1011,14,317,16
2,21/12/2017 16:00,1012,14,324,15
2,21/12/2017 17:00,1012,12,331,14
3,21/12/2017 18:00,1013,10,338,13
3,21/12/2017 19:00,1013,10,345,11
3,21/12/2017 20:00,1013,10,351,9
4,21/12/2017 21:00,1013,8,358,7
4,21/12/2017 22:00,1013,8,246,8
4,21/12/2017 23:00,1012,8,133,8
4,22/12/2017 0:00,1012,6,21,9
4,22/12/2017 1:00,1012,6,21,8
4,22/12/2017 2:00,1012,6,20,8
4,22/12/2017 3:00,1012,4,20,7
4,22/12/2017 4:00,1012,6,20,8
4,22/12/2017 5:00,1013,6,21,8
5,22/12/2017 6:00,1013,6,21,9
5,22/12/2017 7:00,1013,10,15,9
4,22/12/2017 8:00,1014,12,9,9
4,22/12/2017 9:00,1014,14,3,8
4,22/12/2017 10:00,1013,16,110,10
3,22/12/2017 11:00,1012,16,217,11
2,22/12/2017 12:00,1011,16,323,13
2,22/12/2017 13:00,1011,16,325,13
2,22/12/2017 14:00,1011,16,327,14
1,22/12/2017 15:00,1010,14,329,15
1,22/12/2017 16:00,1011,12,334,15
1,22/12/2017 17:00,1011,12,339,14
2,22/12/2017 18:00,1012,10,345,14
3,22/12/2017 19:00,1012,10,236,12
3,22/12/2017 20:00,1012,10,128,10
4,22/12/2017 21:00,1012,8,19,8
5,22/12/2017 22:00,1012,8,19,8
5,22/12/2017 23:00,1012,8,19,8
5,23/12/2017 0:00,1011,8,19,9
7,23/12/2017 1:00,1011,6,18,8
9,23/12/2017 2:00,1011,6,17,8
10,23/12/2017 3:00,1011,6,15,8
11,23/12/2017 4:00,1012,6,23,8
11,23/12/2017 5:00,1012,6,30,8
12,23/12/2017 6:00,1013,6,37,8
10,23/12/2017 7:00,1013,8,28,7
8,23/12/2017 8:00,1013,12,19,7
6,23/12/2017 9:00,1013,14,10,6
5,23/12/2017 10:00,1013,14,109,8
4,23/12/2017 11:00,1012,14,209,10
2,23/12/2017 12:00,1011,16,308,12
2,23/12/2017 13:00,1011,14,314,12
1,23/12/2017 14:00,1011,14,321,13
0,23/12/2017 15:00,1011,12,327,14
0,23/12/2017 16:00,1011,12,334,14
0,23/12/2017 17:00,1012,10,341,14
0,23/12/2017 18:00,1013,10,347,14
0,23/12/2017 19:00,1013,8,237,12
0,23/12/2017 20:00,1013,8,126,10
0,23/12/2017 21:00,1013,6,15,7
0,23/12/2017 22:00,1013,6,17,7
0,23/12/2017 23:00,1013,6,19,8
0,24/12/2017 0:00,1013,4,22,8
0,24/12/2017 1:00,1013,4,21,8
0,24/12/2017 2:00,1013,4,21,9
0,24/12/2017 3:00,1013,4,21,9
0,24/12/2017 4:00,1013,4,24,10
0,24/12/2017 5:00,1014,4,26,11
0,24/12/2017 6:00,1014,4,29,12
0,24/12/2017 7:00,1014,6,21,11
0,24/12/2017 8:00,1014,8,13,11
0,24/12/2017 9:00,1015,12,5,10
0,24/12/2017 10:00,1014,12,111,12
0,24/12/2017 11:00,1013,12,218,13
0,24/12/2017 12:00,1012,14,325,15
0,24/12/2017 13:00,1012,12,328,15
0,24/12/2017 14:00,1012,12,331,16
0,24/12/2017 15:00,1012,10,334,17
0,24/12/2017 16:00,1012,10,338,16
0,24/12/2017 17:00,1013,8,342,16
0,24/12/2017 18:00,1013,8,346,15
0,24/12/2017 19:00,1013,6,345,13
0,24/12/2017 20:00,1013,6,345,11
0,24/12/2017 21:00,1014,4,345,9
1,24/12/2017 22:00,1013,4,233,9
2,24/12/2017 23:00,1013,4,122,10
4,25/12/2017 0:00,1013,4,10,10
3,25/12/2017 1:00,1013,2,15,9
3,25/12/2017 2:00,1012,2,19,8
2,25/12/2017 3:00,1012,2,24,6
2,25/12/2017 4:00,1013,2,28,7
2,25/12/2017 5:00,1013,2,32,7
2,25/12/2017 6:00,1014,2,36,7
2,25/12/2017 7:00,1014,6,137,6
3,25/12/2017 8:00,1014,10,239,5
3,25/12/2017 9:00,1014,12,340,4
3,25/12/2017 10:00,1014,12,326,8
2,25/12/2017 11:00,1013,14,313,12
2,25/12/2017 12:00,1012,14,299,16
2,25/12/2017 13:00,1012,14,304,15
2,25/12/2017 14:00,1012,12,309,14
2,25/12/2017 15:00,1012,10,314,13
3,25/12/2017 16:00,1013,10,319,11
3,25/12/2017 17:00,1013,8,324,10
4,25/12/2017 18:00,1014,8,329,9
4,25/12/2017 19:00,1014,8,336,8
4,25/12/2017 20:00,1014,8,342,8
4,25/12/2017 21:00,1014,6,349,8
4,25/12/2017 22:00,1014,6,239,7
4,25/12/2017 23:00,1014,6,129,7
4,26/12/2017 0:00,1014,6,19,6
5,26/12/2017 1:00,1014,4,21,7
5,26/12/2017 2:00,1014,4,23,8
6,26/12/2017 3:00,1014,4,25,8
6,26/12/2017 4:00,1015,4,36,9
7,26/12/2017 5:00,1015,4,46,10
7,26/12/2017 6:00,1016,6,57,11
7,26/12/2017 7:00,1016,8,72,10
6,26/12/2017 8:00,1016,12,86,8
6,26/12/2017 9:00,1017,16,101,6
5,26/12/2017 10:00,1016,16,169,7
5,26/12/2017 11:00,1015,18,236,8
5,26/12/2017 12:00,1014,18,304,9
5,26/12/2017 13:00,1014,16,303,9
4,26/12/2017 14:00,1014,16,302,10
4,26/12/2017 15:00,1013,14,301,10
4,26/12/2017 16:00,1014,12,310,10
4,26/12/2017 17:00,1014,12,319,10
4,26/12/2017 18:00,1015,10,328,10
5,26/12/2017 19:00,1015,10,220,8
5,26/12/2017 20:00,1015,10,111,6
6,26/12/2017 21:00,1016,8,3,3
5,26/12/2017 22:00,1015,8,13,4
5,26/12/2017 23:00,1015,8,24,5
5,27/12/2017 0:00,1015,8,35,6
5,27/12/2017 1:00,1015,8,36,6
6,27/12/2017 2:00,1015,6,37,7
7,27/12/2017 3:00,1015,6,37,7
7,27/12/2017 4:00,1015,6,50,8
7,27/12/2017 5:00,1016,6,63,9
7,27/12/2017 6:00,1016,8,76,10
6,27/12/2017 7:00,1016,10,82,11
6,27/12/2017 8:00,1017,14,88,11
5,27/12/2017 9:00,1017,16,95,11
5,27/12/2017 10:00,1016,18,183,8
5,27/12/2017 11:00,1015,18,271,5
5,27/12/2017 12:00,1014,20,359,2
5,27/12/2017 13:00,1014,18,345,5
5,27/12/2017 14:00,1014,18,330,7
5,27/12/2017 15:00,1013,16,316,10
5,27/12/2017 16:00,1014,16,326,12
5,27/12/2017 17:00,1015,14,335,13
5,27/12/2017 18:00,1015,12,345,14
6,27/12/2017 19:00,1015,12,233,11
6,27/12/2017 20:00,1015,12,122,7
7,27/12/2017 21:00,1015,10,10,4
7,27/12/2017 22:00,1015,10,19,4
7,27/12/2017 23:00,1015,10,27,5
8,28/12/2017 0:00,1015,10,36,5
10,28/12/2017 1:00,1015,10,43,6
13,28/12/2017 2:00,1014,10,50,6
15,28/12/2017 3:00,1014,10,58,6
16,28/12/2017 4:00,1015,10,61,7
16,28/12/2017 5:00,1015,10,64,8
16,28/12/2017 6:00,1016,10,67,8
15,28/12/2017 7:00,1016,12,64,7
13,28/12/2017 8:00,1016,16,61,6
12,28/12/2017 9:00,1016,18,58,4
11,28/12/2017 10:00,1015,20,144,6
10,28/12/2017 11:00,1014,20,230,7
10,28/12/2017 12:00,1013,22,315,8
10,28/12/2017 13:00,1013,20,314,10
10,28/12/2017 14:00,1013,18,312,12
11,28/12/2017 15:00,1012,18,310,13
11,28/12/2017 16:00,1013,16,319,13
11,28/12/2017 17:00,1013,16,328,13
11,28/12/2017 18:00,1014,14,337,13
11,28/12/2017 19:00,1014,14,230,10
12,28/12/2017 20:00,1014,12,122,7
12,28/12/2017 21:00,1014,12,15,5
12,28/12/2017 22:00,1014,12,19,5
13,28/12/2017 23:00,1014,12,22,5
13,29/12/2017 0:00,1014,12,26,5
12,29/12/2017 1:00,1013,12,40,6
12,29/12/2017 2:00,1013,10,53,6
11,29/12/2017 3:00,1013,10,67,7
11,29/12/2017 4:00,1013,10,66,7
11,29/12/2017 5:00,1014,12,65,7
12,29/12/2017 6:00,1014,12,65,7
13,29/12/2017 7:00,1014,14,71,6
14,29/12/2017 8:00,1015,16,77,6
15,29/12/2017 9:00,1015,20,83,6
14,29/12/2017 10:00,1014,20,154,6
14,29/12/2017 11:00,1013,22,225,7
13,29/12/2017 12:00,1012,22,297,7
12,29/12/2017 13:00,1012,22,294,8
11,29/12/2017 14:00,1012,20,292,9
10,29/12/2017 15:00,1012,20,290,10
9,29/12/2017 16:00,1012,18,298,9
9,29/12/2017 17:00,1013,16,307,8
8,29/12/2017 18:00,1013,14,316,7
10,29/12/2017 19:00,1013,14,211,6
11,29/12/2017 20:00,1014,14,107,6
12,29/12/2017 21:00,1014,14,2,5
13,29/12/2017 22:00,1014,12,6,5
13,29/12/2017 23:00,1013,12,9,6
14,30/12/2017 0:00,1013,12,13,6
14,30/12/2017 1:00,1013,12,9,6
15,30/12/2017 2:00,1013,12,5,7
16,30/12/2017 3:00,1012,12,1,8
16,30/12/2017 4:00,1013,12,12,8
15,30/12/2017 5:00,1014,12,23,8
15,30/12/2017 6:00,1014,12,33,8
20,30/12/2017 7:00,1014,14,52,8
25,30/12/2017 8:00,1015,16,70,7
30,30/12/2017 9:00,1015,20,88,7
26,30/12/2017 10:00,1014,20,156,6
23,30/12/2017 11:00,1013,22,224,5
19,30/12/2017 12:00,1012,22,292,5
17,30/12/2017 13:00,1012,22,298,7
14,30/12/2017 14:00,1012,20,304,10
12,30/12/2017 15:00,1011,20,310,13
12,30/12/2017 16:00,1012,18,318,13
12,30/12/2017 17:00,1012,18,326,12
11,30/12/2017 18:00,1013,16,334,12
11,30/12/2017 19:00,1013,14,225,10
11,30/12/2017 20:00,1013,14,116,8
11,30/12/2017 21:00,1014,14,6,6
12,30/12/2017 22:00,1013,14,11,6
13,30/12/2017 23:00,1013,14,16,6
13,31/12/2017 0:00,1013,12,21,6
17,31/12/2017 1:00,1013,12,19,5
20,31/12/2017 2:00,1013,12,17,4
24,31/12/2017 3:00,1012,12,16,4
22,31/12/2017 4:00,1013,12,21,4
21,31/12/2017 5:00,1013,12,27,5
19,31/12/2017 6:00,1014,14,32,6
18,31/12/2017 7:00,1014,16,22,5
17,31/12/2017 8:00,1015,18,12,4
16,31/12/2017 9:00,1015,20,1,4
15,31/12/2017 10:00,1014,22,103,6
13,31/12/2017 11:00,1013,22,204,9
12,31/12/2017 12:00,1012,24,306,11
12,31/12/2017 13:00,1012,22,308,12
12,31/12/2017 14:00,1012,20,311,13
12,31/12/2017 15:00,1012,18,313,14
13,31/12/2017 16:00,1013,18,323,13
14,31/12/2017 17:00,1013,16,334,12
16,31/12/2017 18:00,1014,16,344,10
15,31/12/2017 19:00,1014,14,237,9
15,31/12/2017 20:00,1014,14,129,7
14,31/12/2017 21:00,1015,14,22,5
15,31/12/2017 22:00,1014,14,24,6
16,31/12/2017 23:00,1014,14,25,6
17,1/1/2018 0:00,1014,14,27,7
18,1/1/2018 1:00,1014,14,21,6
18,1/1/2018 2:00,1014,12,16,6
19,1/1/2018 3:00,1014,12,10,6
19,1/1/2018 4:00,1014,12,17,7
18,1/1/2018 5:00,1015,12,23,7
18,1/1/2018 6:00,1015,14,30,8
16,1/1/2018 7:00,1015,16,25,7
14,1/1/2018 8:00,1015,18,20,5
12,1/1/2018 9:00,1015,20,14,4
11,1/1/2018 10:00,1014,22,115,7
9,1/1/2018 11:00,1013,22,215,9
7,1/1/2018 12:00,1012,24,315,12
8,1/1/2018 13:00,1012,22,318,12
8,1/1/2018 14:00,1012,22,321,12
9,1/1/2018 15:00,1011,20,324,13
8,1/1/2018 16:00,1012,18,329,13
7,1/1/2018 17:00,1012,18,333,13
6,1/1/2018 18:00,1013,16,338,13
7,1/1/2018 19:00,1013,16,233,10
8,1/1/2018 20:00,1013,16,129,7
9,1/1/2018 21:00,1013,14,24,4
8,1/1/2018 22:00,1013,14,23,5
7,1/1/2018 23:00,1012,14,23,7
6,2/1/2018 0:00,1012,14,23,8
9,2/1/2018 1:00,1012,14,33,7
12,2/1/2018 2:00,1012,12,43,6
14,2/1/2018 3:00,1012,12,53,5
12,2/1/2018 4:00,1013,12,56,6
10,2/1/2018 5:00,1013,12,58,6
7,2/1/2018 6:00,1014,14,61,7
7,2/1/2018 7:00,1014,16,68,7
7,2/1/2018 8:00,1014,18,76,8
6,2/1/2018 9:00,1014,20,84,8
6,2/1/2018 10:00,1013,22,157,8
5,2/1/2018 11:00,1012,22,230,8
4,2/1/2018 12:00,1011,24,303,8
4,2/1/2018 13:00,1011,22,309,9
4,2/1/2018 14:00,1011,22,315,10
3,2/1/2018 15:00,1010,20,321,11
3,2/1/2018 16:00,1011,18,325,11
3,2/1/2018 17:00,1011,18,329,11
2,2/1/2018 18:00,1012,16,334,11
2,2/1/2018 19:00,1012,16,223,9
1,2/1/2018 20:00,1012,14,112,7
0,2/1/2018 21:00,1012,14,0,5
1,2/1/2018 22:00,1012,14,3,5
2,2/1/2018 23:00,1012,14,6,6
2,3/1/2018 0:00,1011,12,9,7
3,3/1/2018 1:00,1011,12,11,6
3,3/1/2018 2:00,1011,12,14,6
4,3/1/2018 3:00,1011,10,16,6
4,3/1/2018 4:00,1012,12,17,6
5,3/1/2018 5:00,1012,12,18,6
5,3/1/2018 6:00,1013,12,18,6
5,3/1/2018 7:00,1013,14,20,5
5,3/1/2018 8:00,1014,16,22,5
5,3/1/2018 9:00,1014,20,25,5
4,3/1/2018 10:00,1013,20,121,8
4,3/1/2018 11:00,1012,20,218,11
4,3/1/2018 12:00,1011,20,315,14
4,3/1/2018 13:00,1011,20,322,13
4,3/1/2018 14:00,1011,18,329,13
4,3/1/2018 15:00,1011,18,336,13
4,3/1/2018 16:00,1012,16,338,13
3,3/1/2018 17:00,1012,16,340,14
3,3/1/2018 18:00,1012,14,342,14
3,3/1/2018 19:00,1013,14,234,12
3,3/1/2018 20:00,1013,14,127,9
2,3/1/2018 21:00,1013,12,19,6
2,3/1/2018 22:00,1013,12,25,7
2,3/1/2018 23:00,1013,12,30,8
2,4/1/2018 0:00,1012,12,35,9
2,4/1/2018 1:00,1012,10,34,9
2,4/1/2018 2:00,1012,10,33,8
3,4/1/2018 3:00,1012,10,33,8
3,4/1/2018 4:00,1013,10,33,8
2,4/1/2018 5:00,1014,10,34,9
2,4/1/2018 6:00,1014,10,35,9
2,4/1/2018 7:00,1015,14,33,8
2,4/1/2018 8:00,1015,16,31,7
2,4/1/2018 9:00,1015,18,29,6
2,4/1/2018 10:00,1014,20,127,8
2,4/1/2018 11:00,1013,20,225,10
2,4/1/2018 12:00,1012,22,323,12
2,4/1/2018 13:00,1012,20,326,13
2,4/1/2018 14:00,1012,20,328,15
2,4/1/2018 15:00,1012,18,331,16
2,4/1/2018 16:00,1012,18,335,17
2,4/1/2018 17:00,1012,16,339,18
2,4/1/2018 18:00,1013,14,343,18
2,4/1/2018 19:00,1013,14,239,15
3,4/1/2018 20:00,1014,14,136,12
3,4/1/2018 21:00,1014,12,32,9
3,4/1/2018 22:00,1014,12,28,9
3,4/1/2018 23:00,1014,12,23,10
4,5/1/2018 0:00,1013,10,19,10
4,5/1/2018 1:00,1013,10,16,10
5,5/1/2018 2:00,1013,10,14,10
6,5/1/2018 3:00,1013,10,11,11
6,5/1/2018 4:00,1014,10,15,11
6,5/1/2018 5:00,1014,10,18,11
6,5/1/2018 6:00,1015,10,22,11
8,5/1/2018 7:00,1015,12,18,10
9,5/1/2018 8:00,1015,14,15,9
10,5/1/2018 9:00,1015,18,12,8
9,5/1/2018 10:00,1015,18,115,11
7,5/1/2018 11:00,1014,18,217,13
5,5/1/2018 12:00,1013,20,320,15
5,5/1/2018 13:00,1013,18,323,16
4,5/1/2018 14:00,1013,18,325,17
4,5/1/2018 15:00,1012,16,328,17
4,5/1/2018 16:00,1013,16,331,17
5,5/1/2018 17:00,1013,14,334,17
5,5/1/2018 18:00,1014,12,338,17
6,5/1/2018 19:00,1014,12,345,14
7,5/1/2018 20:00,1014,12,352,10
7,5/1/2018 21:00,1014,10,359,6
7,5/1/2018 22:00,1014,10,240,7
7,5/1/2018 23:00,1014,10,121,8
7,6/1/2018 0:00,1014,10,2,9
6,6/1/2018 1:00,1013,8,4,8
4,6/1/2018 2:00,1013,8,5,7
3,6/1/2018 3:00,1013,8,7,6
3,6/1/2018 4:00,1014,8,14,8
3,6/1/2018 5:00,1014,8,21,9
3,6/1/2018 6:00,1014,8,28,10
2,6/1/2018 7:00,1015,12,37,8
1,6/1/2018 8:00,1015,14,45,7
0,6/1/2018 9:00,1015,16,54,5
0,6/1/2018 10:00,1014,18,136,6
0,6/1/2018 11:00,1013,18,218,6
0,6/1/2018 12:00,1012,20,301,6
0,6/1/2018 13:00,1012,20,296,9
0,6/1/2018 14:00,1012,18,292,11
0,6/1/2018 15:00,1011,18,288,14
1,6/1/2018 16:00,1012,16,295,13
1,6/1/2018 17:00,1012,14,302,12
2,6/1/2018 18:00,1013,12,310,12
2,6/1/2018 19:00,1013,12,209,9
1,6/1/2018 20:00,1013,10,108,6
1,6/1/2018 21:00,1013,10,7,3
1,6/1/2018 22:00,1013,10,7,4
1,6/1/2018 23:00,1013,10,8,5
1,7/1/2018 0:00,1013,8,9,6
1,7/1/2018 1:00,1012,8,17,6
2,7/1/2018 2:00,1012,8,24,7
2,7/1/2018 3:00,1012,8,32,7
1,7/1/2018 4:00,1012,8,38,7
1,7/1/2018 5:00,1013,8,44,7
0,7/1/2018 6:00,1013,8,50,8
0,7/1/2018 7:00,1013,12,46,7
0,7/1/2018 8:00,1014,14,41,6
0,7/1/2018 9:00,1014,16,37,5
0,7/1/2018 10:00,1013,18,128,7
0,7/1/2018 11:00,1012,20,219,9
0,7/1/2018 12:00,1011,20,310,11
0,7/1/2018 13:00,1011,20,307,12
0,7/1/2018 14:00,1010,18,304,13
0,7/1/2018 15:00,1010,16,300,14
0,7/1/2018 16:00,1010,16,308,13
0,7/1/2018 17:00,1011,14,315,13
0,7/1/2018 18:00,1011,12,323,12
0,7/1/2018 19:00,1012,12,222,10
0,7/1/2018 20:00,1012,10,120,8
0,7/1/2018 21:00,1012,10,19,6
0,7/1/2018 22:00,1012,10,19,6
0,7/1/2018 23:00,1011,10,19,6
0,8/1/2018 0:00,1011,8,20,5
0,8/1/2018 1:00,1011,8,14,6
0,8/1/2018 2:00,1011,8,8,6
0,8/1/2018 3:00,1010,6,2,6
0,8/1/2018 4:00,1011,8,9,6
0,8/1/2018 5:00,1011,8,17,5
0,8/1/2018 6:00,1012,8,24,5
1,8/1/2018 7:00,1012,10,125,5
1,8/1/2018 8:00,1012,14,227,5
2,8/1/2018 9:00,1012,16,328,5
1,8/1/2018 10:00,1011,16,315,8
1,8/1/2018 11:00,1011,16,302,11
0,8/1/2018 12:00,1010,18,289,14
0,8/1/2018 13:00,1010,16,290,13
0,8/1/2018 14:00,1009,16,291,12
0,8/1/2018 15:00,1009,14,293,12
0,8/1/2018 16:00,1010,14,294,11
0,8/1/2018 17:00,1010,12,296,11
0,8/1/2018 18:00,1011,10,298,11
1,8/1/2018 19:00,1011,10,309,10
1,8/1/2018 20:00,1011,10,319,9
2,8/1/2018 21:00,1011,10,329,8
2,8/1/2018 22:00,1011,8,332,8
2,8/1/2018 23:00,1011,8,336,7
2,9/1/2018 0:00,1011,8,339,7
2,9/1/2018 1:00,1011,8,346,7
2,9/1/2018 2:00,1011,6,353,7
2,9/1/2018 3:00,1011,6,359,7
2,9/1/2018 4:00,1012,6,243,8
2,9/1/2018 5:00,1012,6,126,9
