,cloud_cover,time,pressure_kpa,temperature_c,wind_direction,wind_speed_kmh,date,datetime,month,hour,type_of_day
27322,5.0,2020-04-29 10:00:00,1009.0,22.0,325.0,12.0,2020-04-29,10:00:00,4,10,3
27323,5.0,2020-04-29 11:00:00,1008.0,24.0,311.0,16.0,2020-04-29,11:00:00,4,11,3
27324,5.0,2020-04-29 12:00:00,1008.0,24.0,298.0,19.0,2020-04-29,12:00:00,4,12,3
27325,6.0,2020-04-29 13:00:00,1007.0,22.0,295.0,22.0,2020-04-29,13:00:00,4,13,3
27326,6.0,2020-04-29 14:00:00,1007.0,22.0,293.0,24.0,2020-04-29,14:00:00,4,14,3
27327,7.0,2020-04-29 15:00:00,1006.0,22.0,290.0,26.0,2020-04-29,15:00:00,4,15,3
27328,7.0,2020-04-29 16:00:00,1006.0,20.0,291.0,25.0,2020-04-29,16:00:00,4,16,3
27329,7.0,2020-04-29 17:00:00,1006.0,20.0,291.0,24.0,2020-04-29,17:00:00,4,17,3
27330,7.0,2020-04-29 18:00:00,1006.0,18.0,292.0,23.0,2020-04-29,18:00:00,4,18,3
27331,7.0,2020-04-29 19:00:00,1007.0,16.0,298.0,21.0,2020-04-29,19:00:00,4,19,3
27332,7.0,2020-04-29 20:00:00,1007.0,14.0,304.0,18.0,2020-04-29,20:00:00,4,20,3
27333,7.0,2020-04-29 21:00:00,1008.0,12.0,310.0,16.0,2020-04-29,21:00:00,4,21,3
27334,6.0,2020-04-29 22:00:00,1008.0,12.0,318.0,15.0,2020-04-29,22:00:00,4,22,3
27335,6.0,2020-04-29 23:00:00,1008.0,12.0,326.0,14.0,2020-04-29,23:00:00,4,23,3
27336,5.0,2020-04-30 00:00:00,1008.0,12.0,334.0,14.0,2020-04-30,00:00:00,4,0,4
27337,6.0,2020-04-30 01:00:00,1007.0,14.0,335.0,12.0,2020-04-30,01:00:00,4,1,4
27338,6.0,2020-04-30 02:00:00,1007.0,18.0,336.0,10.0,2020-04-30,02:00:00,4,2,4
27339,7.0,2020-04-30 03:00:00,1007.0,20.0,337.0,9.0,2020-04-30,03:00:00,4,3,4
27340,8.0,2020-04-30 04:00:00,1007.0,20.0,337.0,8.0,2020-04-30,04:00:00,4,4,4
27341,8.0,2020-04-30 05:00:00,1007.0,20.0,337.0,8.0,2020-04-30,05:00:00,4,5,4
27342,9.0,2020-04-30 06:00:00,1008.0,20.0,336.0,7.0,2020-04-30,06:00:00,4,6,4
27343,9.0,2020-04-30 07:00:00,1008.0,20.0,330.0,8.0,2020-04-30,07:00:00,4,7,4
27344,9.0,2020-04-30 08:00:00,1008.0,22.0,324.0,9.0,2020-04-30,08:00:00,4,8,4
27345,10.0,2020-04-30 09:00:00,1009.0,22.0,317.0,10.0,2020-04-30,09:00:00,4,9,4
27346,9.0,2020-04-30 10:00:00,1008.0,22.0,313.0,13.0,2020-04-30,10:00:00,4,10,4
27347,8.0,2020-04-30 11:00:00,1008.0,24.0,310.0,16.0,2020-04-30,11:00:00,4,11,4
27348,8.0,2020-04-30 12:00:00,1007.0,24.0,306.0,19.0,2020-04-30,12:00:00,4,12,4
27349,7.0,2020-04-30 13:00:00,1007.0,24.0,307.0,22.0,2020-04-30,13:00:00,4,13,4
27350,6.0,2020-04-30 14:00:00,1006.0,24.0,308.0,24.0,2020-04-30,14:00:00,4,14,4
27351,6.0,2020-04-30 15:00:00,1006.0,24.0,309.0,27.0,2020-04-30,15:00:00,4,15,4
27352,6.0,2020-04-30 16:00:00,1006.0,22.0,310.0,25.0,2020-04-30,16:00:00,4,16,4
27353,6.0,2020-04-30 17:00:00,1006.0,22.0,312.0,23.0,2020-04-30,17:00:00,4,17,4
27354,6.0,2020-04-30 18:00:00,1006.0,22.0,314.0,22.0,2020-04-30,18:00:00,4,18,4
27355,6.0,2020-04-30 19:00:00,1007.0,20.0,319.0,18.0,2020-04-30,19:00:00,4,19,4
27356,7.0,2020-04-30 20:00:00,1007.0,18.0,323.0,14.0,2020-04-30,20:00:00,4,20,4
27357,7.0,2020-04-30 21:00:00,1008.0,16.0,327.0,10.0,2020-04-30,21:00:00,4,21,4
27358,7.0,2020-04-30 22:00:00,1008.0,16.0,327.0,11.0,2020-04-30,22:00:00,4,22,4
27359,8.0,2020-04-30 23:00:00,1008.0,14.0,327.0,13.0,2020-04-30,23:00:00,4,23,4
27360,8.0,2020-05-01 00:00:00,1008.0,14.0,327.0,14.0,2020-05-01,00:00:00,5,0,5
27361,8.0,2020-05-01 01:00:00,1007.0,16.0,328.0,15.0,2020-05-01,01:00:00,5,1,5
27362,8.0,2020-05-01 02:00:00,1007.0,18.0,330.0,15.0,2020-05-01,02:00:00,5,2,5
27363,9.0,2020-05-01 03:00:00,1007.0,20.0,331.0,16.0,2020-05-01,03:00:00,5,3,5
27364,9.0,2020-05-01 04:00:00,1007.0,20.0,335.0,15.0,2020-05-01,04:00:00,5,4,5
27365,9.0,2020-05-01 05:00:00,1008.0,20.0,338.0,14.0,2020-05-01,05:00:00,5,5,5
27366,10.0,2020-05-01 06:00:00,1008.0,20.0,341.0,13.0,2020-05-01,06:00:00,5,6,5
27367,10.0,2020-05-01 07:00:00,1008.0,20.0,341.0,14.0,2020-05-01,07:00:00,5,7,5
27368,10.0,2020-05-01 08:00:00,1009.0,22.0,340.0,15.0,2020-05-01,08:00:00,5,8,5
27369,10.0,2020-05-01 09:00:00,1009.0,22.0,340.0,16.0,2020-05-01,09:00:00,5,9,5
27370,10.0,2020-05-01 10:00:00,1009.0,22.0,334.0,18.0,2020-05-01,10:00:00,5,10,5
27371,10.0,2020-05-01 11:00:00,1009.0,22.0,329.0,20.0,2020-05-01,11:00:00,5,11,5
27372,10.0,2020-05-01 12:00:00,1008.0,24.0,324.0,22.0,2020-05-01,12:00:00,5,12,5
27373,10.0,2020-05-01 13:00:00,1008.0,24.0,324.0,23.0,2020-05-01,13:00:00,5,13,5
27374,10.0,2020-05-01 14:00:00,1007.0,24.0,324.0,24.0,2020-05-01,14:00:00,5,14,5
27375,10.0,2020-05-01 15:00:00,1006.0,24.0,325.0,26.0,2020-05-01,15:00:00,5,15,5
27376,10.0,2020-05-01 16:00:00,1006.0,24.0,321.0,25.0,2020-05-01,16:00:00,5,16,5
27377,9.0,2020-05-01 17:00:00,1006.0,22.0,317.0,25.0,2020-05-01,17:00:00,5,17,5
27378,8.0,2020-05-01 18:00:00,1005.0,22.0,313.0,25.0,2020-05-01,18:00:00,5,18,5
27379,8.0,2020-05-01 19:00:00,1006.0,22.0,313.0,24.0,2020-05-01,19:00:00,5,19,5
27380,8.0,2020-05-01 20:00:00,1006.0,20.0,314.0,22.0,2020-05-01,20:00:00,5,20,5
27381,7.0,2020-05-01 21:00:00,1007.0,20.0,314.0,20.0,2020-05-01,21:00:00,5,21,5
27382,7.0,2020-05-01 22:00:00,1007.0,20.0,321.0,19.0,2020-05-01,22:00:00,5,22,5
27383,6.0,2020-05-01 23:00:00,1007.0,18.0,329.0,18.0,2020-05-01,23:00:00,5,23,5
27384,6.0,2020-05-02 00:00:00,1007.0,18.0,336.0,18.0,2020-05-02,00:00:00,5,0,6
27385,6.0,2020-05-02 01:00:00,1007.0,18.0,339.0,18.0,2020-05-02,01:00:00,5,1,6
27386,7.0,2020-05-02 02:00:00,1007.0,18.0,342.0,17.0,2020-05-02,02:00:00,5,2,6
27387,7.0,2020-05-02 03:00:00,1006.0,18.0,345.0,17.0,2020-05-02,03:00:00,5,3,6
27388,8.0,2020-05-02 04:00:00,1007.0,18.0,348.0,16.0,2020-05-02,04:00:00,5,4,6
27389,9.0,2020-05-02 05:00:00,1007.0,18.0,351.0,15.0,2020-05-02,05:00:00,5,5,6
27390,10.0,2020-05-02 06:00:00,1007.0,18.0,354.0,14.0,2020-05-02,06:00:00,5,6,6
27391,10.0,2020-05-02 07:00:00,1008.0,20.0,350.0,15.0,2020-05-02,07:00:00,5,7,6
27392,10.0,2020-05-02 08:00:00,1008.0,20.0,346.0,16.0,2020-05-02,08:00:00,5,8,6
27393,10.0,2020-05-02 09:00:00,1008.0,22.0,342.0,16.0,2020-05-02,09:00:00,5,9,6
27394,9.0,2020-05-02 10:00:00,1008.0,22.0,331.0,19.0,2020-05-02,10:00:00,5,10,6
27395,8.0,2020-05-02 11:00:00,1008.0,24.0,319.0,22.0,2020-05-02,11:00:00,5,11,6
27396,6.0,2020-05-02 12:00:00,1008.0,24.0,308.0,24.0,2020-05-02,12:00:00,5,12,6
27397,6.0,2020-05-02 13:00:00,1007.0,24.0,307.0,26.0,2020-05-02,13:00:00,5,13,6
27398,7.0,2020-05-02 14:00:00,1006.0,24.0,306.0,27.0,2020-05-02,14:00:00,5,14,6
27399,7.0,2020-05-02 15:00:00,1006.0,24.0,306.0,28.0,2020-05-02,15:00:00,5,15,6
27400,7.0,2020-05-02 16:00:00,1006.0,22.0,304.0,26.0,2020-05-02,16:00:00,5,16,6
27401,7.0,2020-05-02 17:00:00,1006.0,22.0,302.0,25.0,2020-05-02,17:00:00,5,17,6
27402,8.0,2020-05-02 18:00:00,1006.0,22.0,301.0,23.0,2020-05-02,18:00:00,5,18,6
27403,8.0,2020-05-02 19:00:00,1007.0,22.0,303.0,21.0,2020-05-02,19:00:00,5,19,6
27404,9.0,2020-05-02 20:00:00,1007.0,20.0,304.0,18.0,2020-05-02,20:00:00,5,20,6
27405,9.0,2020-05-02 21:00:00,1008.0,20.0,306.0,15.0,2020-05-02,21:00:00,5,21,6
27406,9.0,2020-05-02 22:00:00,1008.0,20.0,314.0,15.0,2020-05-02,22:00:00,5,22,6
27407,9.0,2020-05-02 23:00:00,1008.0,20.0,321.0,14.0,2020-05-02,23:00:00,5,23,6
27408,9.0,2020-05-03 00:00:00,1008.0,20.0,329.0,14.0,2020-05-03,00:00:00,5,0,7
27409,10.0,2020-05-03 01:00:00,1008.0,20.0,333.0,14.0,2020-05-03,01:00:00,5,1,7
27410,10.0,2020-05-03 02:00:00,1007.0,18.0,337.0,14.0,2020-05-03,02:00:00,5,2,7
27411,10.0,2020-05-03 03:00:00,1007.0,18.0,341.0,14.0,2020-05-03,03:00:00,5,3,7
27412,14.0,2020-05-03 04:00:00,1007.0,18.0,344.0,14.0,2020-05-03,04:00:00,5,4,7
27413,17.0,2020-05-03 05:00:00,1007.0,18.0,348.0,14.0,2020-05-03,05:00:00,5,5,7
27414,21.0,2020-05-03 06:00:00,1008.0,18.0,352.0,14.0,2020-05-03,06:00:00,5,6,7
27415,25.0,2020-05-03 07:00:00,1008.0,18.0,345.0,14.0,2020-05-03,07:00:00,5,7,7
27416,28.0,2020-05-03 08:00:00,1009.0,20.0,339.0,14.0,2020-05-03,08:00:00,5,8,7
27417,32.0,2020-05-03 09:00:00,1009.0,20.0,332.0,14.0,2020-05-03,09:00:00,5,9,7
27418,23.0,2020-05-03 10:00:00,1009.0,22.0,323.0,16.0,2020-05-03,10:00:00,5,10,7
27419,15.0,2020-05-03 11:00:00,1009.0,22.0,313.0,18.0,2020-05-03,11:00:00,5,11,7
27420,6.0,2020-05-03 12:00:00,1009.0,22.0,304.0,20.0,2020-05-03,12:00:00,5,12,7
27421,6.0,2020-05-03 13:00:00,1008.0,22.0,301.0,20.0,2020-05-03,13:00:00,5,13,7
27422,6.0,2020-05-03 14:00:00,1007.0,22.0,297.0,20.0,2020-05-03,14:00:00,5,14,7
27423,6.0,2020-05-03 15:00:00,1007.0,22.0,294.0,21.0,2020-05-03,15:00:00,5,15,7
27424,7.0,2020-05-03 16:00:00,1007.0,22.0,289.0,20.0,2020-05-03,16:00:00,5,16,7
27425,7.0,2020-05-03 17:00:00,1007.0,22.0,284.0,19.0,2020-05-03,17:00:00,5,17,7
27426,7.0,2020-05-03 18:00:00,1007.0,20.0,280.0,18.0,2020-05-03,18:00:00,5,18,7
27427,11.0,2020-05-03 19:00:00,1007.0,20.0,277.0,17.0,2020-05-03,19:00:00,5,19,7
27428,14.0,2020-05-03 20:00:00,1008.0,20.0,275.0,16.0,2020-05-03,20:00:00,5,20,7
27429,18.0,2020-05-03 21:00:00,1008.0,18.0,273.0,15.0,2020-05-03,21:00:00,5,21,7
27430,27.0,2020-05-03 22:00:00,1008.0,18.0,274.0,14.0,2020-05-03,22:00:00,5,22,7
27431,35.0,2020-05-03 23:00:00,1008.0,18.0,274.0,13.0,2020-05-03,23:00:00,5,23,7
27432,44.0,2020-05-04 00:00:00,1008.0,18.0,275.0,12.0,2020-05-04,00:00:00,5,0,1
27433,53.0,2020-05-04 01:00:00,1008.0,18.0,277.0,12.0,2020-05-04,01:00:00,5,1,1
27434,61.0,2020-05-04 02:00:00,1008.0,18.0,279.0,12.0,2020-05-04,02:00:00,5,2,1
27435,70.0,2020-05-04 03:00:00,1007.0,18.0,280.0,11.0,2020-05-04,03:00:00,5,3,1
27436,65.0,2020-05-04 04:00:00,1007.0,18.0,287.0,12.0,2020-05-04,04:00:00,5,4,1
27437,60.0,2020-05-04 05:00:00,1007.0,18.0,295.0,12.0,2020-05-04,05:00:00,5,5,1
27438,55.0,2020-05-04 06:00:00,1008.0,18.0,302.0,13.0,2020-05-04,06:00:00,5,6,1
27439,41.0,2020-05-04 07:00:00,1007.0,20.0,310.0,15.0,2020-05-04,07:00:00,5,7,1
27440,26.0,2020-05-04 08:00:00,1007.0,20.0,317.0,17.0,2020-05-04,08:00:00,5,8,1
27441,12.0,2020-05-04 09:00:00,1007.0,22.0,325.0,19.0,2020-05-04,09:00:00,5,9,1
27442,12.0,2020-05-04 10:00:00,1007.0,22.0,319.0,21.0,2020-05-04,10:00:00,5,10,1
27443,13.0,2020-05-04 11:00:00,1007.0,22.0,313.0,23.0,2020-05-04,11:00:00,5,11,1
27444,13.0,2020-05-04 12:00:00,1007.0,22.0,308.0,25.0,2020-05-04,12:00:00,5,12,1
27445,13.0,2020-05-04 13:00:00,1006.0,22.0,305.0,26.0,2020-05-04,13:00:00,5,13,1
27446,12.0,2020-05-04 14:00:00,1005.0,22.0,303.0,27.0,2020-05-04,14:00:00,5,14,1
27447,12.0,2020-05-04 15:00:00,1004.0,24.0,301.0,28.0,2020-05-04,15:00:00,5,15,1
27448,11.0,2020-05-04 16:00:00,1004.0,22.0,298.0,26.0,2020-05-04,16:00:00,5,16,1
27449,10.0,2020-05-04 17:00:00,1004.0,22.0,295.0,25.0,2020-05-04,17:00:00,5,17,1
27450,9.0,2020-05-04 18:00:00,1004.0,22.0,293.0,23.0,2020-05-04,18:00:00,5,18,1
27451,11.0,2020-05-04 19:00:00,1005.0,20.0,292.0,21.0,2020-05-04,19:00:00,5,19,1
27452,13.0,2020-05-04 20:00:00,1005.0,20.0,291.0,18.0,2020-05-04,20:00:00,5,20,1
27453,15.0,2020-05-04 21:00:00,1006.0,20.0,290.0,16.0,2020-05-04,21:00:00,5,21,1
27454,26.0,2020-05-04 22:00:00,1006.0,20.0,291.0,15.0,2020-05-04,22:00:00,5,22,1
27455,36.0,2020-05-04 23:00:00,1006.0,18.0,293.0,15.0,2020-05-04,23:00:00,5,23,1
27456,46.0,2020-05-05 00:00:00,1006.0,18.0,295.0,14.0,2020-05-05,00:00:00,5,0,2
27457,53.0,2020-05-05 01:00:00,1006.0,18.0,298.0,14.0,2020-05-05,01:00:00,5,1,2
27458,60.0,2020-05-05 02:00:00,1005.0,18.0,301.0,13.0,2020-05-05,02:00:00,5,2,2
27459,68.0,2020-05-05 03:00:00,1005.0,18.0,304.0,13.0,2020-05-05,03:00:00,5,3,2
27460,58.0,2020-05-05 04:00:00,1005.0,18.0,306.0,12.0,2020-05-05,04:00:00,5,4,2
27461,48.0,2020-05-05 05:00:00,1006.0,18.0,307.0,11.0,2020-05-05,05:00:00,5,5,2
27462,39.0,2020-05-05 06:00:00,1006.0,18.0,309.0,10.0,2020-05-05,06:00:00,5,6,2
27463,30.0,2020-05-05 07:00:00,1006.0,18.0,303.0,12.0,2020-05-05,07:00:00,5,7,2
27464,20.0,2020-05-05 08:00:00,1007.0,20.0,297.0,13.0,2020-05-05,08:00:00,5,8,2
27465,11.0,2020-05-05 09:00:00,1007.0,20.0,292.0,15.0,2020-05-05,09:00:00,5,9,2
27466,8.0,2020-05-05 10:00:00,1007.0,20.0,291.0,15.0,2020-05-05,10:00:00,5,10,2
27467,6.0,2020-05-05 11:00:00,1007.0,22.0,291.0,16.0,2020-05-05,11:00:00,5,11,2
27468,3.0,2020-05-05 12:00:00,1006.0,22.0,291.0,17.0,2020-05-05,12:00:00,5,12,2
27469,3.0,2020-05-05 13:00:00,1006.0,22.0,289.0,18.0,2020-05-05,13:00:00,5,13,2
27470,3.0,2020-05-05 14:00:00,1005.0,22.0,287.0,20.0,2020-05-05,14:00:00,5,14,2
27471,3.0,2020-05-05 15:00:00,1004.0,22.0,285.0,22.0,2020-05-05,15:00:00,5,15,2
27472,2.0,2020-05-05 16:00:00,1004.0,20.0,280.0,21.0,2020-05-05,16:00:00,5,16,2
27473,2.0,2020-05-05 17:00:00,1004.0,18.0,274.0,19.0,2020-05-05,17:00:00,5,17,2
27474,1.0,2020-05-05 18:00:00,1004.0,18.0,269.0,18.0,2020-05-05,18:00:00,5,18,2
27475,1.0,2020-05-05 19:00:00,1005.0,16.0,260.0,16.0,2020-05-05,19:00:00,5,19,2
27476,1.0,2020-05-05 20:00:00,1005.0,12.0,251.0,13.0,2020-05-05,20:00:00,5,20,2
27477,1.0,2020-05-05 21:00:00,1006.0,10.0,243.0,11.0,2020-05-05,21:00:00,5,21,2
27478,5.0,2020-05-05 22:00:00,1006.0,10.0,246.0,11.0,2020-05-05,22:00:00,5,22,2
27479,9.0,2020-05-05 23:00:00,1006.0,10.0,249.0,11.0,2020-05-05,23:00:00,5,23,2
27480,13.0,2020-05-06 00:00:00,1005.0,12.0,252.0,11.0,2020-05-06,00:00:00,5,0,3
27481,18.0,2020-05-06 01:00:00,1005.0,12.0,260.0,10.0,2020-05-06,01:00:00,5,1,3
27482,23.0,2020-05-06 02:00:00,1005.0,14.0,267.0,9.0,2020-05-06,02:00:00,5,2,3
27483,28.0,2020-05-06 03:00:00,1005.0,16.0,275.0,8.0,2020-05-06,03:00:00,5,3,3
27484,24.0,2020-05-06 04:00:00,1005.0,18.0,268.0,7.0,2020-05-06,04:00:00,5,4,3
27485,20.0,2020-05-06 05:00:00,1005.0,18.0,262.0,6.0,2020-05-06,05:00:00,5,5,3
27486,16.0,2020-05-06 06:00:00,1005.0,18.0,256.0,5.0,2020-05-06,06:00:00,5,6,3
27487,11.0,2020-05-06 07:00:00,1006.0,20.0,252.0,6.0,2020-05-06,07:00:00,5,7,3
27488,7.0,2020-05-06 08:00:00,1006.0,22.0,248.0,8.0,2020-05-06,08:00:00,5,8,3
27489,3.0,2020-05-06 09:00:00,1007.0,22.0,244.0,9.0,2020-05-06,09:00:00,5,9,3
27490,2.0,2020-05-06 10:00:00,1006.0,24.0,252.0,11.0,2020-05-06,10:00:00,5,10,3
27491,1.0,2020-05-06 11:00:00,1006.0,24.0,260.0,14.0,2020-05-06,11:00:00,5,11,3
27492,0.0,2020-05-06 12:00:00,1005.0,24.0,269.0,16.0,2020-05-06,12:00:00,5,12,3
27493,0.0,2020-05-06 13:00:00,1005.0,24.0,273.0,18.0,2020-05-06,13:00:00,5,13,3
27494,0.0,2020-05-06 14:00:00,1004.0,22.0,277.0,20.0,2020-05-06,14:00:00,5,14,3
27495,0.0,2020-05-06 15:00:00,1004.0,22.0,281.0,22.0,2020-05-06,15:00:00,5,15,3
27496,1.0,2020-05-06 16:00:00,1004.0,22.0,281.0,21.0,2020-05-06,16:00:00,5,16,3
27497,1.0,2020-05-06 17:00:00,1004.0,20.0,281.0,21.0,2020-05-06,17:00:00,5,17,3
27498,2.0,2020-05-06 18:00:00,1004.0,20.0,281.0,20.0,2020-05-06,18:00:00,5,18,3
27499,6.0,2020-05-06 19:00:00,1005.0,18.0,276.0,17.0,2020-05-06,19:00:00,5,19,3
27500,11.0,2020-05-06 20:00:00,1005.0,16.0,271.0,15.0,2020-05-06,20:00:00,5,20,3
27501,15.0,2020-05-06 21:00:00,1006.0,14.0,266.0,12.0,2020-05-06,21:00:00,5,21,3
27502,23.0,2020-05-06 22:00:00,1006.0,14.0,270.0,12.0,2020-05-06,22:00:00,5,22,3
27503,30.0,2020-05-06 23:00:00,1006.0,12.0,273.0,12.0,2020-05-06,23:00:00,5,23,3
27504,38.0,2020-05-07 00:00:00,1006.0,12.0,277.0,12.0,2020-05-07,00:00:00,5,0,4
27505,38.0,2020-05-07 01:00:00,1006.0,14.0,277.0,10.0,2020-05-07,01:00:00,5,1,4
27506,38.0,2020-05-07 02:00:00,1006.0,16.0,277.0,9.0,2020-05-07,02:00:00,5,2,4
27507,37.0,2020-05-07 03:00:00,1005.0,18.0,278.0,8.0,2020-05-07,03:00:00,5,3,4
27508,33.0,2020-05-07 04:00:00,1006.0,18.0,266.0,7.0,2020-05-07,04:00:00,5,4,4
27509,28.0,2020-05-07 05:00:00,1006.0,18.0,254.0,6.0,2020-05-07,05:00:00,5,5,4
27510,23.0,2020-05-07 06:00:00,1007.0,18.0,243.0,6.0,2020-05-07,06:00:00,5,6,4
27511,24.0,2020-05-07 07:00:00,1007.0,20.0,246.0,7.0,2020-05-07,07:00:00,5,7,4
27512,24.0,2020-05-07 08:00:00,1008.0,20.0,250.0,8.0,2020-05-07,08:00:00,5,8,4
27513,25.0,2020-05-07 09:00:00,1008.0,20.0,253.0,10.0,2020-05-07,09:00:00,5,9,4
27514,17.0,2020-05-07 10:00:00,1008.0,22.0,260.0,12.0,2020-05-07,10:00:00,5,10,4
27515,8.0,2020-05-07 11:00:00,1007.0,24.0,266.0,14.0,2020-05-07,11:00:00,5,11,4
27516,0.0,2020-05-07 12:00:00,1007.0,24.0,273.0,15.0,2020-05-07,12:00:00,5,12,4
27517,0.0,2020-05-07 13:00:00,1007.0,24.0,274.0,17.0,2020-05-07,13:00:00,5,13,4
27518,0.0,2020-05-07 14:00:00,1006.0,24.0,275.0,19.0,2020-05-07,14:00:00,5,14,4
27519,0.0,2020-05-07 15:00:00,1005.0,22.0,276.0,21.0,2020-05-07,15:00:00,5,15,4
27520,1.0,2020-05-07 16:00:00,1005.0,22.0,278.0,21.0,2020-05-07,16:00:00,5,16,4
27521,1.0,2020-05-07 17:00:00,1005.0,20.0,280.0,21.0,2020-05-07,17:00:00,5,17,4
27522,2.0,2020-05-07 18:00:00,1005.0,18.0,282.0,21.0,2020-05-07,18:00:00,5,18,4
27523,6.0,2020-05-07 19:00:00,1006.0,16.0,281.0,18.0,2020-05-07,19:00:00,5,19,4
27524,10.0,2020-05-07 20:00:00,1006.0,14.0,280.0,15.0,2020-05-07,20:00:00,5,20,4
27525,14.0,2020-05-07 21:00:00,1007.0,12.0,280.0,12.0,2020-05-07,21:00:00,5,21,4
27526,22.0,2020-05-07 22:00:00,1007.0,12.0,274.0,11.0,2020-05-07,22:00:00,5,22,4
27527,29.0,2020-05-07 23:00:00,1007.0,10.0,268.0,10.0,2020-05-07,23:00:00,5,23,4
27528,37.0,2020-05-08 00:00:00,1007.0,10.0,262.0,10.0,2020-05-08,00:00:00,5,0,5
27529,45.0,2020-05-08 01:00:00,1007.0,12.0,254.0,9.0,2020-05-08,01:00:00,5,1,5
27530,53.0,2020-05-08 02:00:00,1007.0,16.0,246.0,9.0,2020-05-08,02:00:00,5,2,5
27531,60.0,2020-05-08 03:00:00,1007.0,18.0,237.0,9.0,2020-05-08,03:00:00,5,3,5
27532,62.0,2020-05-08 04:00:00,1007.0,18.0,241.0,9.0,2020-05-08,04:00:00,5,4,5
27533,64.0,2020-05-08 05:00:00,1007.0,18.0,246.0,9.0,2020-05-08,05:00:00,5,5,5
27534,66.0,2020-05-08 06:00:00,1008.0,18.0,250.0,10.0,2020-05-08,06:00:00,5,6,5
27535,51.0,2020-05-08 07:00:00,1008.0,20.0,252.0,10.0,2020-05-08,07:00:00,5,7,5
27536,36.0,2020-05-08 08:00:00,1008.0,20.0,254.0,10.0,2020-05-08,08:00:00,5,8,5
27537,21.0,2020-05-08 09:00:00,1009.0,22.0,256.0,11.0,2020-05-08,09:00:00,5,9,5
27538,15.0,2020-05-08 10:00:00,1009.0,22.0,261.0,13.0,2020-05-08,10:00:00,5,10,5
27539,10.0,2020-05-08 11:00:00,1008.0,22.0,267.0,15.0,2020-05-08,11:00:00,5,11,5
27540,4.0,2020-05-08 12:00:00,1008.0,22.0,272.0,17.0,2020-05-08,12:00:00,5,12,5
27541,3.0,2020-05-08 13:00:00,1007.0,22.0,275.0,18.0,2020-05-08,13:00:00,5,13,5
27542,2.0,2020-05-08 14:00:00,1007.0,22.0,279.0,19.0,2020-05-08,14:00:00,5,14,5
27543,2.0,2020-05-08 15:00:00,1006.0,24.0,282.0,20.0,2020-05-08,15:00:00,5,15,5
27544,1.0,2020-05-08 16:00:00,1006.0,22.0,282.0,19.0,2020-05-08,16:00:00,5,16,5
27545,1.0,2020-05-08 17:00:00,1007.0,22.0,283.0,18.0,2020-05-08,17:00:00,5,17,5
27546,0.0,2020-05-08 18:00:00,1007.0,20.0,283.0,18.0,2020-05-08,18:00:00,5,18,5
27547,1.0,2020-05-08 19:00:00,1007.0,18.0,286.0,16.0,2020-05-08,19:00:00,5,19,5
27548,1.0,2020-05-08 20:00:00,1008.0,14.0,289.0,14.0,2020-05-08,20:00:00,5,20,5
27549,2.0,2020-05-08 21:00:00,1009.0,12.0,291.0,13.0,2020-05-08,21:00:00,5,21,5
27550,5.0,2020-05-08 22:00:00,1009.0,12.0,295.0,11.0,2020-05-08,22:00:00,5,22,5
27551,8.0,2020-05-08 23:00:00,1008.0,12.0,299.0,10.0,2020-05-08,23:00:00,5,23,5
27552,12.0,2020-05-09 00:00:00,1008.0,10.0,302.0,8.0,2020-05-09,00:00:00,5,0,6
27553,17.0,2020-05-09 01:00:00,1008.0,14.0,306.0,8.0,2020-05-09,01:00:00,5,1,6
27554,22.0,2020-05-09 02:00:00,1008.0,16.0,311.0,8.0,2020-05-09,02:00:00,5,2,6
27555,27.0,2020-05-09 03:00:00,1007.0,18.0,315.0,8.0,2020-05-09,03:00:00,5,3,6
27556,26.0,2020-05-09 04:00:00,1007.0,18.0,287.0,9.0,2020-05-09,04:00:00,5,4,6
27557,24.0,2020-05-09 05:00:00,1008.0,18.0,258.0,9.0,2020-05-09,05:00:00,5,5,6
27558,23.0,2020-05-09 06:00:00,1008.0,18.0,230.0,9.0,2020-05-09,06:00:00,5,6,6
27559,16.0,2020-05-09 07:00:00,1008.0,20.0,192.0,10.0,2020-05-09,07:00:00,5,7,6
27560,10.0,2020-05-09 08:00:00,1009.0,22.0,155.0,11.0,2020-05-09,08:00:00,5,8,6
27561,3.0,2020-05-09 09:00:00,1009.0,24.0,118.0,12.0,2020-05-09,09:00:00,5,9,6
27562,3.0,2020-05-09 10:00:00,1009.0,24.0,181.0,15.0,2020-05-09,10:00:00,5,10,6
27563,3.0,2020-05-09 11:00:00,1008.0,24.0,244.0,18.0,2020-05-09,11:00:00,5,11,6
27564,3.0,2020-05-09 12:00:00,1008.0,24.0,308.0,22.0,2020-05-09,12:00:00,5,12,6
27565,2.0,2020-05-09 13:00:00,1007.0,24.0,305.0,23.0,2020-05-09,13:00:00,5,13,6
27566,2.0,2020-05-09 14:00:00,1006.0,24.0,302.0,24.0,2020-05-09,14:00:00,5,14,6
27567,1.0,2020-05-09 15:00:00,1006.0,24.0,300.0,26.0,2020-05-09,15:00:00,5,15,6
27568,1.0,2020-05-09 16:00:00,1006.0,24.0,297.0,25.0,2020-05-09,16:00:00,5,16,6
27569,1.0,2020-05-09 17:00:00,1006.0,22.0,295.0,25.0,2020-05-09,17:00:00,5,17,6
